age,title,bill_id,bill_number,summary,cluster,cluster_keyword
20,민간임대주택에 관한 특별법 일부개정법률안(대안),PRC_M1M7C1B2I1N4W1B2R5K7E3W2C6N7Y6,2010966,민간임대주택 공공성 강화 및 임대료 신고제도 개선을 위해 공공지원민간임대주택 제도를 신설하고 임대료 사전신고제를 도입하며 지자체 조정권고 권한을 신설하는 등 제도를 개선함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,산지관리법 일부개정법률안(대안),PRC_C1O9H0C7W1Q2C1M7R2I3K4F4R9A6E3,2023064,산지 관리 효율성 증대 및 신재생에너지 개발의 환경적 영향 최소화를 위해 산지관리 법규를 개선함,8,"[식량자급률, 농어촌, 직접지불제, 먹거리]"
20,폐광지역 개발 지원에 관한 특별법 일부개정법률안,PRC_C1K6C1X0N2E7O1R6A0F2R3T4U2G2P5,2002960,폐광지역진흥지구 관련 법 조항을 지역균형개발 및 지방중소기업 육성에 관한 법률에서 지역개발 및 지원에 관한 법률로 통합됨에 따라 재정비함,6,"[자치분권, 지방자치단체, 출자·출연 기관, 코로나19]"
20,신문 등의 진흥에 관한 법률 일부개정법률안,ARC_Y1W9I0E3Z0I7F1B4C3B6N5U5S3E2U0,2019016,한국언론진흥재단의 사업계획 변경 및 실적 보고 의무를 법률에 명시하지 않아 발생하는 문제를 해결하기 위해 관련 법률 조항을 신설함,16,"[예술인, 지원센터, 문화, 박물관]"
20,한국농어촌공사 및 농지관리기금법 일부개정법률안,PRC_E1B6K1T1W0T1V1R8Q2A6M1V1A2Y0A6,2003183,경제 환경 변화로 인해 벌금액을 징역 1년당 1천만원 비율로 개정함,3,"[벌금형, 과태료, 징역형, 법정형]"
20,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안(대안),PRC_V1F9N0N9J2B4V1M8H4Z3X2E3J7D8T9,2023859,방송통신심의위원회 운영의 효율성 및 국민 이해도 제고를 위해 용어를 개선하고 서면 전자 의결 근거를 마련함,21,"[개인정보, 방송통신위원회, 정보통신공사업, 방송]"
20,이중상환청구권부 채권 발행에 관한 법률 일부개정법률안,PRC_R1C7M0I2W0N9U1D6L5D1B1C1P2U8K8,2005524,한국정책금융공사법 폐지 및 한국산업은행 합병으로 인해 현행법 제2조제1호아목 규정을 삭제함,7,"[금융위원회, 사모펀드, 과태료, 투자자]"
20,모자보건법 일부개정법률안(대안),PRC_F1X7K1X2X1Q8L1Z6S1J7M0M4S9A9E5,2012032,난임 부부의 알권리 보장과 산모 신생아 건강 증진을 위해 난임시술 의료기관 평가 결과 공개 및 산후조리 시설 위반 사실 공표 등을 의무화하고 관련 규정을 강화함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,제조물 책임법 일부개정법률안(대안),PRC_L1M7S0I2T2Q4T1N0A1F3T4N1X2I0B5,2006505,소비자의 과학적 기술적 입증 어려움과 소액 다수 소비자 피해 및 제조업자의 도덕적 해이 문제를 해결하기 위해 제조물책임법을 개정하여 징벌적 손해배상제도를 신설함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,전기사업법 일부개정법률안,PRC_U1Y8Q0B1Y1Q0I1M4D5J3H4M0V1P6J5,2011339,전통시장 화재 증가 및 전기설비 노후화로 인해 전기설비 안전점검을 확대함,5,"[하자분쟁, 학교용지부담금, 소규모주택사업, 기계설비유지관리]"
20,기상산업진흥법 일부개정법률안,ARC_K1S8P0G8F2O3E1V3B5Y6H1S5T4Z5T8,2015006,기상산업 실태조사의 범위와 절차 미비로 인해 그에 대한 위임 근거를 대통령령으로 마련함,9,"[하수처리수 재이용, 국가환경시료은행 설치, 새만금사업 추진 지원, 원자력 전 정보 공개]"
20,국회법 일부개정법률안(대안),PRC_L1D8F0W2C2Z2P1D7G2R2W3P2Z5C1F2,2012747,국회공보 활용도 저하 및 국회방송심의소위원회 실효성 부족 국민 권리구제 필요성 증대 법률 용어의 어려움으로 인해 국회 운영 및 법률 제정 방식을 개선함,15,"[법률 용어 한글화, 일본식 표현 개선, 법 문장 간결화, 국민 이해도 증진]"
20,도시공원 및 녹지 등에 관한 법률 일부개정법률안(대안),PRC_E1Z8Q0R3Y1U6M1K7Q1D3Y1Y6T7W0L9,2013798,지자체 재정 부담 완화 및 미집행 공원 조성 촉진을 위해 공원 부지 사용계약 체결을 허용하고 수목장림 설치 범위를 확대함,0,"[스마트도시, 국가시범도시, 국토교통과학기술, 공공임대주택]"
20,민간인 통제선 이북지역의 산지관리에 관한 특별법 일부개정법률안,ARC_X1E6C0M6A2O9D1J6B3X9R0U3I1T6H3,2000560,민간인 통제선 이북 지역 산지 관리계획 수립 주기를 10년으로 연장하고 산지 관리 업무 전문성 강화 및 지역 주민 편익 증진을 위해 관련 법규를 개선함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 일부개정법률안(대안),PRC_E1T7M0X9K2N1K1A4P3R9A1P6R8N6K1,2009687,신고자 보호 미흡 및 벌칙 규정 불균형을 해소하기 위해 권익위의 경위 확인 및 징계 요구 권한을 부여하고 관련 벌금형을 상향 조정함,18,"[민원 처리, 협동조합, 국회의원선거, 법무사]"
20,철도산업발전기본법 일부개정법률안,PRC_C1U6B1O1X0X9N1Y8P0V0Z1B3U0W6C3,2003440,해외 철도산업 성장과 정부 지원 부족을 해결하기 위해 철도협회 설립 근거를 신설함,0,"[스마트도시, 국가시범도시, 국토교통과학기술, 공공임대주택]"
20,사회기반시설에 대한 민간투자법 일부개정법률안,PRC_X1N7P1V1G0B7C1G1E1V3R2P2Y5X7P3,2010024,지방경찰청 경찰서 수련원의 노후화 및 경찰인력 증가로 인해 사회기반시설 범위에 이들을 포함하도록 법률을 개정함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,경륜·경정법 일부개정법률안,PRC_L1E8I0K1U0X9Q0R9Q4T4I2V7K6P0Y3,2011319,경륜경정 선수의 도핑 검사 미실시로 인해 도핑 검사 의무화를 신설함,16,"[예술인, 지원센터, 문화, 박물관]"
20,민방위기본법 일부개정법률안(대안),PRC_L1Y6G1P1B1G0L1Q7V2G8B0Q5I2G8Q5,2003825,국민 언어생활과 부합하지 않는 일본식 한자어 ‘시달’을 ‘통보’로 변경하고  민방위 편성 대상에서 국회의원 등을 제외하며 1인 가구 증가 추세를 반영하여 민방위 교육훈련 통지서 수령 방식을 개선함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,해사안전법 일부개정법률안(대안),PRC_T1N8S0W2J2V7K1L6B1B2W0G9T9V8F6,2012770,해양사고 예방 및 안전관리 강화를 위해 시운전 금지해역 설정 음주운항 처벌 강화 안전진단 대행업체 관리 강화 등 해양안전 관련 제도를 개선함,13,"[해양수산부, 원양어업허가, 해양수산생명자원, 공유수면]"
20,우편환법 일부개정법률안,PRC_F1C8I0A4B3T0T1Y5Y2V8P1N3E9K7F7,2013319,민법 개정으로 인해 무능력자 관련 규정을 제한능력자 제도로 변경함,17,"[아동·청소년성착취물, 파산, 딥페이크, 사법경찰관리]"
20,여객자동차 운수사업법 일부개정법률안,PRC_E1Y9K1W1H0E4H1M6X3A2R2B6U0Q2O6,2023569,버스 운전인력 양성 지원 부족 및 대폐차 차령 기준 엄격으로 인해 버스 운전인력 양성 지원 근거를 마련하고 대폐차 차령 기준을 완화함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,택시운송사업의 발전에 관한 법률 일부개정법률안,PRC_X1M6I1E0G3D1C1N5Q3M2E4I1L2B2G0,2003087,택시운송사업자의 불법적인 비용 전가 사례 증가로 택시운송사업자가 택시운수종사자에게 전가할 수 없는 비용 항목에 장비 설치 및 운영비를 추가함,11,"[교통사고, 운전면허, 자동차, 분담금]"
20,선박직원법 일부개정법률안(대안),PRC_W1R9J1U1N2C0V1C7A0Z4U1G2A7J8W5,2024055,선박 운항 중 음주 행위에 대한 처벌 기준 불명확 및 자격증 대여 알선 행위에 대한 규정 미비를 개선하고 해기사 실습생 권리 보호를 위해 관련 법률 조항을 신설 및 개정함,11,"[교통사고, 운전면허, 자동차, 분담금]"
20,건강가정기본법 일부개정법률안(대안),PRC_V2M0D0X2V2U4A0W9I5R0X2I4E5H8F0,2024911,한국건강가정진흥원 설치 근거 법률의 입법 미비를 보완하고 건강가정 지원체계를 강화하기 위해 정관 관련 사항을 추가하고 국회 기능을 강화하며 건강가정지원센터 비용 지원 근거를 신설함,14,"[트라우마 심리지원, 양육비 이행, 정신질환 치료, 노인친화도시]"
20,생명윤리 및 안전에 관한 법률 일부개정법률안,PRC_L1E7C0T6H0O2F1A5P0C9V5O5C4R9L5,2007189,감염병 대응을 위한 의료기기 연구개발 활성화를 위해 의료기관의 잔여 검체 활용 시 환자 서면동의를 생략할 수 있도록 관련 법안을 신설함,19,"[제대혈, 재난적의료비, 마약류, 고위험병원체]"
20,중소기업 기술혁신 촉진법 일부개정법률안(대안),PRC_U1C7X0K2D2X1L1S3X2K1B5N0K8O3I0,2005906,국가연구개발사업의 투명성 확보 및 중소기업 부담 완화를 위해 국가연구개발사업 참여제한 기간을 확대하고 품질인증제도를 폐지하며 환수금 강제징수 규정을 신설함,20,"[중소기업, 소상공인, 손실보상, 기술자료]"
20,공익신고자 보호법 일부개정법률안(대안),PRC_X2X0E0G3I0O4G1B3N2V3X5N3P6W3T2,2024884,공익신고 활성화 및 신고자 보호 강화를 위해 공익침해행위 대상 법률 182개를 추가하고 법률 제명 변경 및 삭제 등을 반영하여 별표를 개정함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
20,사행행위 등 규제 및 처벌 특례법 일부개정법률안,PRC_R1B7U1U1D1Y6D1U7E3N3E3I3V4I0B9,2010200,정신보건법 전부개정으로 인해 관련 법률의 정신질환자 정의를 정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률에 맞춰 개정함,14,"[트라우마 심리지원, 양육비 이행, 정신질환 치료, 노인친화도시]"
20,여객자동차 운수사업법 일부개정법률안,ARC_C1C7I0T8R2I8Q2M1P5Z2I3X4Y9C3X4,2008816,인허가 민원 처리의 투명성과 신속성 확보를 위해 인가허가 처리기간 내 통지를 의무화하고 통지 없을 시 인가 또는 허가된 것으로 간주하는 제도를 신설함,18,"[민원 처리, 협동조합, 국회의원선거, 법무사]"
20,독립유공자예우에 관한 법률 일부개정법률안(대안),PRC_F1R7W1Z1T3J0U2T0Y1D3X0P0T1I7N8,2010948,영주귀국 독립유공자 유족의 주거 불안정과 형법상 약취유인죄에 대한 사회 인식 변화를 반영하여 주택 우선 공급 및 관련 법 적용 대상 제외 규정을 개선함,17,"[아동·청소년성착취물, 파산, 딥페이크, 사법경찰관리]"
20,장애인활동 지원에 관한 법률 일부개정법률안,PRC_Z1H6Y0F8I2U9S1I9I3H2A2T6G9Y1F7,2001933,일부 벌금형의 과소 처벌 문제를 해결하기 위해 벌금액을 징역 1년당 1천만원으로 개정함,3,"[벌금형, 과태료, 징역형, 법정형]"
20,노숙인 등의 복지 및 자립지원에 관한 법률 일부개정법률안(대안),PRC_K1Y8X1U2F0X5W1R3G2R1S3O8M4J7V6,2017761,노숙인 복지 증진 및 여성 노숙인 보호 강화를 위해 노숙인 시설 설립 신고 절차를 명확히 하고 성별 특성을 고려한 지원 사업 및 종합계획 수립과 여성 노숙인 보건위생물품 지원 근거를 마련함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
20,치매관리법 일부개정법률안(대안),PRC_S1Q8H0H2W2G1F2Z0B0G1Z1D3J3L1K0,2013784,치매환자 증가와 의료 인프라 부족 지방자치단체별 상이한 공립요양병원 운영 및 위탁 기간 제한을 해결하기 위해 치매관리 정의를 확대하고 치매안심병원 지정 치매안심센터 설치 근거를 마련하며 공립요양병원 설치 운영 및 위탁 기간 연장을 위한 법적 근거함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,승강기시설 안전관리법 전부개정법률안(대안),PRC_Q1N7H1J1U2D7W2K1C2V0T0B5Z6Z5L4,2012187,승강기 사고 예방 및 안전 관리 체계 강화를 위해 승강기부품 안전인증 제도를 통합하고 제조 수입업자의 사후관리 의무를 강화하며 안전관리자 자격 요건을 마련하고 관련 법규를 개정함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,교육기본법 일부개정법률안,PRC_X1Z6I1L2I0E8C1A7L5W8Q2Q9I3O1V2,2004248,교육 관련 통계조사의 효율적 활용과 법적 근거 부재를 해결하기 위해 교육 관련 통계조사 시책 마련 근거를 신설함,10,"[연구부정행위, 교원소청심사위원회, 학교 밖 청소년, 성폭력]"
20,자동차손해배상 보장법 일부개정법률안(대안),PRC_Z1E9Q1E1S2C8U0Z8U3A2V0Y6P0T1O2,2024696,정비요금 공표제도의 실효성 부족과 보험정비협의회 운영 미흡을 해결하고 자율주행차 시대에 대비하여 관련 제도를 마련하며 재활시설 운영 심의의 공정성을 높이기 위해 자동차보험정비협의회 설립 자율주행차 관련 제도 신설 및 재활시설 운영 심의위원회 관련함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안(대안),PRC_H1Q7Y0F2U2U4D1Q0T1T7S2Q0R7H1V1,2006495,대부업법 미비점 및 소비자 보호 강화 필요성으로 인해 과징금 상한 상향 가산금 징수기간 설정 과태료 부과한도 인상 조기상환조건 및 신용등급 하락 가능성 고지 의무화 대부업 실태조사 절차 마련 등을 추진함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,수상레저안전법 일부개정법률안(대안),PRC_B2O0N0B3U0G3F1N5E5T9Y1J9B7L1A9,2024896,해상 안전사고 예방과 동력수상레저기구 임시운항 불편 해소 및 등록대상 외 수상레저기구 운영 관리 강화를 위해 수상레저활동 규제 및 임시운항허가 제도 신설과 위반 시 제재규정을 마련함,13,"[해양수산부, 원양어업허가, 해양수산생명자원, 공유수면]"
20,특정 범죄자에 대한 보호관찰 및 전자장치 부착 등에 관한 법률 일부개정법률안,PRC_X1L6F0T8T0P2N0V9F3Z3P5X7K5C2K9,2001336,전자장치 부착명령 가해제 시 보호관찰 공백 및 단계적 처우 불가능으로 인해 보호관찰 지속 여부를 보호관찰심사위원회 결정에 따라 유연하게 운영할 수 있도록 법률을 개선함,17,"[아동·청소년성착취물, 파산, 딥페이크, 사법경찰관리]"
20,급경사지 재해예방에 관한 법률 일부개정법률안(대안),PRC_N1Z7X0V2R2T2J1S8L2U3A3N8T6P5E0,2005890,재난 예방 대비 업무 수행 주체 변경 및 급경사지 안전점검 강화 계측업자 등 결격사유 개선 등 「재난 및 안전관리 기본법」 개정을 반영하여 관련 법규를 개선함,9,"[하수처리수 재이용, 국가환경시료은행 설치, 새만금사업 추진 지원, 원자력 전 정보 공개]"
20,금융지주회사법 일부개정법률안,ARC_Q1P6W1G1Q3I0T2S0L1I2Y2Q8Z1U3Z7,2004025,은행지주회사 자본 확충 및 금융 제재 실효성 강화를 위해 조건부자본증권 발행 근거 마련 과징금 과태료 부과한도 인상 영업정지 갈음 과징금 제도 도입 과징금 가산금 징수기간 설정 등을 통해 금융 제도를 개선함,7,"[금융위원회, 사모펀드, 과태료, 투자자]"
20,성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안,PRC_D1Z6N1G1L1U5E1X0F3M8U4R1U1G9Z6,2003571,성폭력 신고 시 경찰의 현장 출동 의무 미규정 및 초기 대응 미흡으로 인해 성폭력 범죄 현장 출동 및 초기 대응 권한을 명시하는 법안을 신설함,17,"[아동·청소년성착취물, 파산, 딥페이크, 사법경찰관리]"
20,별정우체국법 일부개정법률안,PRC_Y1U6C0W8W2K9H1C8M0R3B2D4H3H0G8,2001903,지방교육자치에 관한 법률 개정으로 사문화된 교육위원회 및 교육의원 제도 관련 규정을 삭제함,10,"[연구부정행위, 교원소청심사위원회, 학교 밖 청소년, 성폭력]"
20,신행정수도 후속대책을 위한 연기·공주지역 행정중심복합도시 건설을 위한 특별법 일부개정법률안(대안),PRC_H1G7T0P9A2V0D1V3M4F7H0Q6T1T2S0,2009678,행정중심복합도시 건설 및 운영 효율화를 위해 부처 명칭 변경 및 이전 관련 조항을 삭제하고 개발계획 변경 절차를 개선하며 공동캠퍼스 설립 근거를 신설하고 지방자치단체 사무 이관을 위한 특례조항을 삭제함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,기술보증기금법 일부개정법률안,PRC_A1U8D1Q2R3H1D1V8A0U1E4C1T0H4N7,2017975,기술보증기금의 재무건전성 악화 및 도덕적 해이 우려를 해소하기 위해 기술보증기금의 재무건전성 유지 의무를 법률에 신설함,7,"[금융위원회, 사모펀드, 과태료, 투자자]"
20,어장관리법 일부개정법률안,PRC_U1T6H1N1R0U1H1B8U2O5Q2G0W1C9Q7,2003182,일부 벌금형의 과소한 금액으로 인해 벌금액을 징역 1년당 1천만원 비율로 개정함,3,"[벌금형, 과태료, 징역형, 법정형]"
20,한국농어촌공사 및 농지관리기금법 일부개정법률안,PRC_E1S6O0U9Q2W7V1M6V5J4R0E0V4R6S4,2002489,축산분뇨 증가와 농지관리기금 부실화를 방지하기 위해 한국농어촌공사의 사업에 가축분뇨처리시설 설치 지원 및 농어촌 생태계 보전 사업을 추가하고 과세정보 접근 권한을 부여함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
20,식품·의약품 등의 안전기술 진흥법 일부개정법률안,PRC_F1R7E0P2F2H7X1A8F2D4N4X5L4P0G3,2005816,식품의약품 안전기술 연구개발사업의 부정행위 및 관리 미흡을 개선하고 법적 안정성을 확보하기 위해 식품의약품안전기술위원회 설치 근거를 명시하고 연구개발사업 참여제한 사유를 구체화하여 법률을 개정함,19,"[제대혈, 재난적의료비, 마약류, 고위험병원체]"
20,전통 소싸움경기에 관한 법률 일부개정법률안,PRC_N1P9N1B1H0V7I1L7C3E2Z0M5N5O4C8,2023663,법률 용어의 한자어 및 일본식 표현 사용으로 인한 국민 이해도 저하를 해소하기 위해 법률 용어를 한글화하여 개선함,15,"[법률 용어 한글화, 일본식 표현 개선, 법 문장 간결화, 국민 이해도 증진]"
20,중소기업 기술혁신 촉진법 일부개정법률안,PRC_C1Y7C1H2K2B1B1P7U3P1Q0J0Q7T9N5,2010964,중소기업 기술혁신 저해 요인 해소 및 산학연 협력 강화를 위해 중소기업 전담 공공연구기관 지정 및 중소기업 연구인력 지원 근거를 신설함,20,"[중소기업, 소상공인, 손실보상, 기술자료]"
20,동물보호법 일부개정법률안(대안),PRC_J1J7V1Q1B3K0L1J8P3W1R3D9A6X0Z2,2012207,맹견 관리 미흡 및 미성년자 동물해부 실습 문제 해결을 위해 맹견의 정의를 신설하고 소유자 관리의무를 강화하며 미성년자 동물해부 실습을 금지하는 등 관련 제도를 정비함,18,"[민원 처리, 협동조합, 국회의원선거, 법무사]"
20,지능형 로봇 개발 및 보급 촉진법 일부개정법률안,PRC_H1J8P0W5J2R3T1T6I1I5K2U4Z7Y5I6,2013702,법률 용어의 어려움과 일본식 한자어 사용으로 인해 준공확인필증 용어를 준공확인증명서로 개정함,15,"[법률 용어 한글화, 일본식 표현 개선, 법 문장 간결화, 국민 이해도 증진]"
20,녹색건축물 조성 지원법 일부개정법률안,ARC_H1Y8R0Y1G0K3E1Z4F4B6Z2K5V1I0S1,2011223,건축물에너지평가사 자격 취득 제한 규정을 경제적 어려움으로 인한 파산자의 재기 지원 및 국민 기본권 신장을 위해 개선함,5,"[하자분쟁, 학교용지부담금, 소규모주택사업, 기계설비유지관리]"
20,구강보건법 일부개정법률안,PRC_P1S6K0I6N1T5C1O7P5N6R2X8A9O9V7,2000275,국민의 이해도 향상을 위해 법률 용어 치아우식증을 충치로 병기하여 표기하도록 법률 용어를 순화함,15,"[법률 용어 한글화, 일본식 표현 개선, 법 문장 간결화, 국민 이해도 증진]"
20,보호시설에 있는 미성년자의 후견 직무에 관한 법률 일부개정법률안,PRC_C1F6M1W1C2Y3J1K3H5O7E3T0I8E8I7,2003786,미성년 성폭력피해자 및 성매매피해자 증가로 인해 보호시설 장의 미성년자 후견인 역할을 가능하게 하도록 관련 법률 조항을 신설함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
20,관광진흥법 일부개정법률안(대안),PRC_M1V8I1X1F2N7Q1D7T4L3Y2Y3Q6G1L7,2017099,관광산업 활성화와 일자리 창출을 위해 관광산업 지원 사업 추진 근거 마련 및 관광특구 지정 절차 개선을 추진함,16,"[예술인, 지원센터, 문화, 박물관]"
20,항공사업법 일부개정법률안,PRC_L1L7R0N9B1F1V1Z2B1O1R3L9P4F4J5,2009225,국민의 직업선택의 자유 과도한 제한을 해소하기 위해 항공운송사업 등 관련 결격사유 규정을 개선함,11,"[교통사고, 운전면허, 자동차, 분담금]"
20,지방세징수법 일부개정법률안(대안),PRC_A1J7W1B1K3I0U1K0J5X0V0S6C3T0M1,2010703,지방세 체납액 징수 효율 증대 및 법률 정비를 위해 지방세 체납액 기준을 5천만원에서 3천만원으로 하향 조정하고 예술품 등 압류재산 매각 시 전문매각기관 활용을 가능하게 함,4,"[지방세, 체납, 관세사, 가산금]"
20,특수임무유공자 예우 및 단체설립에 관한 법률 일부개정법률안,PRC_Q1K7A1O1H3C0G1W6K5S8E4W7L4Q8Q3,2010524,특수임무유공자 고용명령 위반 과태료가 낮아 실효성이 부족한 점을 개선하기 위해 과태료 상한을 500만원에서 1천만원으로 상향 조정함,12,"[국가정보원, 징계 시효, 재난, 소방]"
20,재해경감을 위한 기업의 자율활동 지원에 관한 법률 일부개정법률안,ARC_B1B7B1V1N3D0V1M4C4Q3X4B5I8K9D0,2010489,수탁기관 임직원의 부패행위 방지 및 재해경감활동계획 수립 대행 업무의 투명성 확보를 위해 수탁기관 임직원에 대한 벌칙 규정을 신설하고 업무 재개 신고 처리 기준을 마련함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,지속가능 교통물류 발전법 일부개정법률안,PRC_R1Y7O0G9N1A4M1T5T4S0A2S5Q1J0D9,2009364,지속가능 교통물류체계 구축 및 온실가스 감축을 위해 지방자치단체 지원 근거 마련 및 공공기관 자료제출 요청 근거를 신설함,0,"[스마트도시, 국가시범도시, 국토교통과학기술, 공공임대주택]"
20,지방교육재정교부금법 일부개정법률안,ARC_V1F6Q0T6I2S4J1M7I3J8Y5B0J5M9M6,2000480,국민의 법 이해도 제고와 올바른 언어생활 정착을 위해 법 문장의 한글화 어려운 용어 순화 어문 규범 준수 문장 구조 개선 및 체계 정비를 통해 법률을 간결하고 명확하게 개선함,15,"[법률 용어 한글화, 일본식 표현 개선, 법 문장 간결화, 국민 이해도 증진]"
20,농약관리법 일부개정법률안(대안),PRC_Y1O7V0L2L2V2K1F9X5D9J1R3N8N5E6,2005900,농약의 안전성 확보 및 부정불량 농약 유통 근절을 위해 등록취소 농약 등에 대한 회수폐기 명령 및 이행 불이행 시 처벌 규정을 신설함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
20,한국장학재단 설립 등에 관한 법률 일부개정법률안,PRC_T1H9E0K8S0B6W1E2U3F3M0E9K9U0O2,2021857,전환대출 신청 기간이 짧아 고금리 부담이 지속되는 문제를 해결하기 위해 전환대출 기간을 1년 연장함,10,"[연구부정행위, 교원소청심사위원회, 학교 밖 청소년, 성폭력]"
20,지방공기업법 일부개정법률안,PRC_Y1F6T1M1R2X8T1X4E5Y4E3E7G3N9W1,2003891,지방공사 지방공단 임직원에 대한 수사 개시 종료 통보 규정 부재로 사전 통제 및 제재가 어려운 점을 해결하기 위해 수사 개시 종료 통보 규정을 신설함,18,"[민원 처리, 협동조합, 국회의원선거, 법무사]"
20,노숙인 등의 복지 및 자립지원에 관한 법률 일부개정법률안,PRC_K1P6Z0B8W2X9R1B9T5D7O3Z0D6C7H0,2001938,일부 벌금형의 과소한 금액으로 인해 벌금액을 징역 1년당 1천만원으로 개정함,3,"[벌금형, 과태료, 징역형, 법정형]"
20,금융혁신지원 특별법안,PRC_A1E8I0G3X0T6M1P7N4T0Q1K4P8D3D2,2012338,4차 산업혁명 시대 혁신 금융 서비스의 시장 진입 촉진을 위해 금융규제 샌드박스 제도를 신설함,7,"[금융위원회, 사모펀드, 과태료, 투자자]"
20,재난적의료비 지원에 관한 법률안(대안),PRC_D1E7R1I1J2M3U1N3Z4A2R1F6D5T4C2,2010940,건강보험 보장성 강화에도 불구하고 중증만성질환자의 과도한 의료비 부담이 지속됨에 따라 재난적 의료비 지원 제도를 신설함,19,"[제대혈, 재난적의료비, 마약류, 고위험병원체]"
20,농어촌주민의 보건복지 증진을 위한 특별법 일부개정법률안,PRC_T1C6U0Y7F1K4U1P0D4L4N3Q6I1V3C8,2000862,농어촌 주민의 열악한 보건복지 환경을 이상기온과 FTA 추진으로 인해 개선함,14,"[트라우마 심리지원, 양육비 이행, 정신질환 치료, 노인친화도시]"
20,지역보건법 일부개정법률안,PRC_A1X9L0C4X1B9Q1W4H2W1I0C7X8U4N1,2019906,난임 여성의 의료 접근성 저하를 해소하기 위해 보건소의 기능 및 업무에 난임 예방 및 관리를 신설함,19,"[제대혈, 재난적의료비, 마약류, 고위험병원체]"
20,농수산물 품질관리법 일부개정법률안,ARC_D1M6V1U2V2P9G1I8L0L5S3D9I3T9N1,2004793,농산물우수관리제도의 효율성 및 신뢰성 확보를 위해 인증 및 지정 업무를 우수관리인증기관으로 일원화하고 농림축산식품부장관의 점검 권한을 부여하는 등 현행 제도의 미비점을 개선함,8,"[식량자급률, 농어촌, 직접지불제, 먹거리]"
20,전자금융거래법 일부개정법률안(대안),PRC_L2B0M0H3T0F4T1L1T0K4O3U7D5Y2R1,2024887,전기통신금융사기 증가 및 금융사고 예방 필요성으로 인해 전기통신금융사기 처벌 강화 및 금융회사의 접근매체 반환 시 본인확인 절차 법적 근거 마련 등을 통해 관련 법규를 개선함,21,"[개인정보, 방송통신위원회, 정보통신공사업, 방송]"
20,군사정전에 관한 협정 체결 이후 납북피해자의 보상 및 지원에 관한 법률 일부개정법률안(대안),PRC_P1X8N1V1F2Y9W1J0R2S9B0P2R5K1E7,2017190,납북피해자 지원 확대 및 법률 개정의 효율성을 높이기 위해 납북피해자보상및지원심의위원회 소속 변경 위원 임명 방식 개선 법률 용어 간소화 피해위로금 신청 기간 변경 벌금형 형평성 확보를 위한 법 개정을 추진함,12,"[국가정보원, 징계 시효, 재난, 소방]"
20,경제교육지원법 일부개정법률안,PRC_Q1H7L0J8G2R8K1C5F1F1N4R4G6R0K6,2008762,국민의 법 해석 혼란 방지를 위해 지역경제교육센터 지정 가능 지역단위에 특별자치시를 추가함,6,"[자치분권, 지방자치단체, 출자·출연 기관, 코로나19]"
20,장애아동 복지지원법 일부개정법률안,PRC_F1L6Y0Y9A2F0H1B4Y4A5U5F5R6T4W8,2002341,일부 벌금형의 과소 처벌 문제를 해결하기 위해 벌금액을 징역 1년당 1천만원으로 개정함,3,"[벌금형, 과태료, 징역형, 법정형]"
