파일명,의안번호,제안이유,주요내용or주 문
738E5977-63BF-3B08-680B-C35C96614155.pdf,25661,"해외 체류 북한이탈주민은 대한민국 헌법이 규정하고 있는 대한민국 국민이며 국제법상 난민으로서의 요건을 충분히 갖추고 있음에도 불구하고 중국당국으로부터 체포되어 강제북송 되고 있다고 알려져 있음. 특히, 코로나 팬데믹 기간 전후로 중국에서 체포되어 구금된 재중 북한이탈주민의 수가 약 2천여명에 이르는 것으로 보이며, 대규모 강제북송에 따른 인권침해 발생 위기를 맞고 있음. 중국 정부는 난민지위협약, 고문방지협약 등 국제협약 당사국임에도 불구하고 다국간 협약인 국제인권법보다 북한과 양자 간에 체결한 1960년 “북·중 탈주자 및 범죄인 상호인도협정(범죄인인도협정)”, 1986년 “불법월경자상호협정”(“변경지역에서의 국가안전과 사회질서유지를 위한 상호협력의정서”), 1993년 “길림성 변경관리 조례”을 우선하여 북한이탈주민을 강제북송하고 있는 것으로 알려져 있음. 대한민국 정부는 헌법상 대한민국 국민인 해외 체류 북한이탈주민의 인권보호 조치와 강제북송 금지를 촉구하고 유엔을 비롯한 국제기구 및 민주주의 가치를 공유하는 국제사회와의 협조와 연대를 강화할 필요가 있음. 이에 대한민국 국회는 중국 정부가 중국 내 북한이탈주민을 북한으로 강제송환하지 않고 그들이 원하면 제3국이나 대한민국으로 입국할 수 있도록 촉구하고 유엔을 비롯한 유엔난민기구 등 관련 국제기구가 중국 정부에 대해 국제협약을 준수하도록 강력히 요구하는 동시에 대한민국 정부가 국제사회와 함께 연대하여 북한이탈주민의 인권보호를 위한 외교적 노력을 다할 것을 촉구하기 위함.","대한민국 국회는 정치적 탄압과 굶주림으로 인해 북한을 탈출하여 중국에서 체포 구금된 다수의 북한이탈주민이 최근 북중 국경이 개방되면서 중국 정부에 의해 북한으로 강제송환 된 것으로 보도되고 추가로 강제 북송될 위기에 처해 있다고 알려진 상황에 깊은 우려를 표명한다. 북한이탈주민은 대한민국 헌법과 법률이 정하는 바에 따라 대한민국 국민으로서, 또한 인류 보편적 가치인 인도주의적 관점에서 국제규범에 의거하여 인권을 보호받을 권리가 있다. 대한민국 국회는 유엔 북한인권조사위원회(COI)가 2014년 발표한 보고서에 중국으로 탈출한 북한이탈주민은 난민으로 인정받아야 하고 국제적 보호를 받을 자격이 주어져야 한다고 강조한 것을 주목하고 있다. 대한민국 국회는 유엔안전보장이사회의 상임이사국이자 유엔인권이사회의 이사국으로서 국제적인 인권 향상에 앞장서야 할 막중한 책임이 있는 중국 정부가, 북한이탈주민에 대하여 난민 심사 절차도 없이 차별적으로 조치하여 체포, 구금, 강제 북송하는 것을 우려하며, 난민지위협약 및 고문방지협약의 당사국으로서 국제인권조약의 규정을 준수할 것을 촉구한다. 대한민국 국회는 북한이탈주민의 강제 북송이 이루어질 경우 대규모 인권탄압 사례가 발생할 수 있으므로 북한이탈주민의 인권 보호와 안전을 위해 대한민국 정부의 단호한 대응을 요구하면서 다음과 같이 결의한다. 1. 대한민국 국회는 중국 정부가 「난민지위에 관한 협약」, 「고문방지협약」의 체약국으로서 발생되는 의무를 준수할 책임이 있으므로 북한이탈주민이 강제북송될 경우 받게 될 신체적, 정신적 고통 및 신분상의 불이익을 고려하여 강제북송을 즉각 중단할 것을 강력히 촉구한다. 2. 대한민국 국회는 중국 정부가 북한이탈주민을 난민 또는 현장난민(refugee sur place)으로 인정하여 이들을 보호하고 북한이탈주민이 대한민국 또는 제3국으로의 이동을 원할 경우 최대한 협조해 줄 것을 촉구한다. 3. 대한민국 국회는 유엔난민기구(UNHCR) 등 국제기구가 중국 정부에 강제송환금지 원칙을 준수하여 북한이탈주민이 강제북송 되지 않도록 적극적으로 노력하는 동시에 북한이탈주민의 인권보호와 안전을 위해 성실하고 적극적인 노력을 강화할 것을 촉구한다. 4. 대한민국 국회는 대한민국 정부가 헌법에 따라 대한민국 국민인 북한이탈주민을 보호할 책무를 다한다는 자세로 북한이탈주민의 강제북송 문제에 대해 중국 등 유관국과 국제기구 및 국제사회를 대상으로 교섭과 협력을 강화하는 등 모든 외교적 노력을 다할 것을 촉구한다. 5. 대한민국 국회는 북한이탈주민의 강제북송이 일어나고 있는 중국 등 각 유관국의 입법기관들이 자국 행정부가 「난민지위에 관한 협약」, 「고문방지협약」등의 여러 국제 인권 조약들을 준수하도록 그 역할을 다할 것을 촉구한다."
7392C02F-BFAE-1135-B552-782CD0983606.pdf,1882,"국제노동기구(ILO)의 핵심 협약 중 하나인 이 협약의 비준을 통해 노동자와 사용자의 결사의 자유 및 단결권 보호에 관한 국제 노동규범을 수용함으로써 노동자와 사용자의 권리를 증진하고, 국제사회에서의 신인도를 제고하려는 것임.","가. 노동자 및 사용자는 어떠한 차별도 없이 사전 인가를 받지 않고 스스로 선택하여 단체를 설립하고 해당 단체의 규칙만을 따를 것을 조건으로 하여 그 단체에 가입할 수 있는 권리를 가짐(안 제2조). 나. 노동자단체 및 사용자단체는 그들의 규약과 규칙을 작성하고, 완전히 자유롭게 대표자를 선출하며, 관리 및 활동을 조직하고, 사업을 수립할 권리를 가짐(안 제3조). 다. 노동자단체 및 사용자단체는 행정당국에 의해 해산되거나 활동이 정지되지 않음(안 제4조). 라. 이 협약에 규정된 보장사항이 군대 및 경찰에 적용되는 범위는 국내 법령으로 정하며, 이 협약 비준은 군대 또는 경찰 구성원이 이 협약에서 보장하는 권리를 누릴 수 있도록 하는 기존의 법률, 판결, 관행 또는 합의에 영향을 미치는 것으로 간주되지 않음(안 제9조)."
73BF2E32-79F3-CB29-D9C5-DE54C01A1A62.pdf,25218,"연금재정의 안정과 노후소득 보장을 위해 4대 공적연금과 기초연금 등의 개혁방안을 논의하고, 관련 법률안을 심사ㆍ처리하기 위하여 「연금개혁 특별위원회」를 구성하여 2023년 10월 31일까지 활동하고 있으나, 저출생‧고령화 추세에 적절히 대응하기 위하여 연금제도 개선에 관한 논의가 계속될 필요가 있으므로 그 활동기간을 2024년 5월 29일까지로 연장하려는 것임.",2023년 10월 31일 종료되는 「연금개혁 특별위원회」의 활동기간을 2024년 5월 29일까지로 연장한다.
73BF8A4B-2E48-EA1A-1E24-9ADAE843C08D.pdf,,,"축산업의 발전과 축산물의 원활한 수급 및 가격안정 도모, 축산업 구조개선 및 생산성 향상, 축산물의 유통 개선 추진, FTA 체결 확대 등 시장개방에 따른 피해를 최소화하고 국내축산업의 경쟁력 제고"
73CC981A-72E3-D8D7-DEDB-1578E5A39336.pdf,,,"신용보증을 통하여 미래 성장가능성이 높은 우량기업에 대한 자금융통을 원활히 하고, 국민경제 발전을 위한 다양한 정책 금융 제도의 지원을 통해 중소기업의 역량과 경쟁력을 제고하고 경제성장동력 확충에 기여합니다. 보증총량의 확대와 창업·수출기업, 주력산업 등 중점정책부문에 대한 지원 강화를 통해 대내외 불확실성에 대응하고 경제 활력 제고에 기여합니다. 혁신스타트업과 핵심서비스산업에 대한 지원을 강화하고 고객 중심 금융플랫폼을 구축하여 혁신성장을 주도합니다. 연대보증제도 폐지의 안정적 정착을 추진하고, 사회적경제 지원 확대와 재도전 재기지원 강화를 통해 포용적 금융 실현합니다. 구상권 회수 기반 확충과 선제적 리스크 관리체계 구축을 통한 효율적 부실관리로 보증재원을 안정적으로 유지합니다."
75255E00-5430-762C-B2FC-6940125A79FC.pdf,888,"2015년 7월 제39차 UNESCO 세계유산위원회는 제2차 세계대전 중 한국인 수만 명이 강제노동에 동원되었던 하시마(군함도) 탄광, 미이케 탄광, 다카시마 탄광, 야하타 제철소, 미쓰비시 조선소 내 3개 시설 등 7개 시설을 포함한 일본 근대산업시설(Sites of Japan’s Meiji Industrial Revolution) 23개소의 세계유산 등재를 결정하면서 각 시설의 전체 역사를 이해(understanding of the full history of each site)할 수 있는 해석전략(interpretive strategy)을 마련할 것을 권고하였음. 이에 사토 구니(佐藤地) 주유네스코 일본 대사는 세계유산위원회의 권고를 성실히 이행하기 위해 1940년대 일부 시설에서 수많은 한국인 등이 본인 의사에 반해 동원되어 가혹한 조건하에서 강제 노역한 사실을 이해할 수 있는 조치를 취하고, 인포메이션 센터 설치와 같은 희생자를 기리기 위한 적절한 조치를 해석 전략에 포함시키겠다고 발언하였으며, 일본 대표의 발언은 UNESCO 세계유산위원회는 등재 결정문(WHC Decision 39 COM 8B.14)의 일부로 포함되었음. 그러나 이후 일본 정부가 제출한 이행경과보고서는 한국인과 다른 나라 사람들의 본인 의사에 반한 가혹한 조건하에서의 강제노동 동원 사실과 희생자를 기리기 위한 인포메이션 설치 등의 내용이 빠졌으며, 급기야 2020년 6월 15일 일반에 공개된 도쿄 소재 일본 산업유산정보센터의 전시 내용은 한국인 강제노동 사실을 부정하는 내용의 증언과 자료들만을 전시하고, 전시 내용에 강제 노역 희생자를 기리기 위한 조치가 전혀 없음. 이러한 일본 정부의 태도는 전후 샌프란시스코 평화조약 등에서 일본이 천명했던 UN헌장의 원칙과 ILO 협약 등 보편적 인권규범 준수, 전쟁범죄와 반인도범죄 등 국제형사법 법리의 수락에 위배되는 것임. 이에 대한민국 국회는 국제법과 인류의 보편적 가치와 양심에 호소하여 일본 정부가 2015년 등재 결정 당시 UNESCO 세계유산위원회의 권고와 일본이 약속한 후속조치에 따라 일본 산업유산정보센터의 전시 내용에 수많은 한국인과 다른 나라 사람들의 본인 의사에 반한 가혹한 조건하에서의 강제 노역 증언과 자료를 반영하고, 강제 노역 희생자를 기리는 조치를 취할 것을 촉구하고, 우리 정부가 한일 양자 교섭과 UNESCO 등 국제사회에서의 문제 제기에 적극적으로 나설 것을 촉구함.","대한민국 국회는 2015년 7월 제39차 UNESCO 세계유산위원회에서 제2차 세계대전 중 한국인 수만 명이 강제노동에 동원되었던 하시마(군함도) 탄광, 미이케 탄광, 다카시마 탄광, 야하타 제철소, 미쓰비시 조선소 내 3개 시설 등 7개 시설을 포함한 일본 근대산업시설(Sites of Japan’s Meiji Industrial Revolution) 23개소의 세계유산 등재를 결정하면서 각 시설의 전체 역사를 이해(understanding of the full history of each site) 할 수 있는 해석전략(interpretive strategy)을 마련할 것을 권고한 것을 상기함. 이에 일본 대표는 동 권고를 성실히 이행하기 위해 1940년대 일부 시설에서 수많은 한국인 등이 본인 의사에 반해 동원되어 가혹한 조건하에서 강제 노역한 사실을 이해할 수 있는 조치를 취하고, 인포메이션 센터 설치와 같은 희생자를 기리기 위한 적절한 조치를 해석 전략에 포함시키겠다고 발언하였고 이는 결정문의 일부로 포함되었음. 그러나 2017년 12월 일본은 2015년 등재 당시 일본 대표의 발언과는 달리 한국인 등의 본인 의사에 반한 가혹한 조건하에서의 강제노동 동원 사실과 희생자를 기리기 위한 인포메이션 설치 등이 빠진 이행경과보고서를 제출하였고, 제42차 세계유산위원회는 결정문의 충실한 이행과 관련 당사국과의 지속적인 대화를 강력히 권고함. 2019년 12월 일본은 다시금 2015년 등재 당시 일본이 약속한 후속 조치 이행 내용이 빠지고, 세계유산위원회의 당사국과의 대화 권고를 국내 이해당사자로 제한적으로 해석하여 주요 당사국인 한국을 대화 상대에서 배제하는 이행경과보고서를 제출하였음. 이어 2020년 6월 15일 일본 정부가 일반에 공개한 도쿄 소재 일본 산업유산정보센터의 전시 내용은 2015년 7월 세계유산 등재 당시 세계유산위원회의 권고와 일본이 약속한 후속조치와는 정반대로 한국인 강제노동과 민족차별 사실을 부정하는 내용의 증언과 자료들만을 전시하고, 전시 내용에 강제 노역 희생자를 기리기 위한 조치가 전혀 없음. 일본 정부와 기업이 제2차 세계대전 중 국제법에 반하여 수십 만명의 한국인뿐만 아니라 미군과 영국군 등 연합군 전쟁포로, 중국인과 동남아 주민까지 가혹한 강제노동에 동원한 것은 주지의 사실임. 1951년 9월 8일 일제 패망 후 체결된 샌프란시스코 평화조약의 前文에서 일본은 UN헌장의 원칙을 준수하고 세계인권선언의 목적을 실현하기 위해 노력할 것을 선언하였으며, 제2차 세계대전 중 강제 노역은 전후 연합국의 나치 독일과 일제 전범재판에서 엄중히 처벌된 바 있음. 이에 대한민국 국회는 국제법과 인류의 보편적 가치와 양심에 호소하여 다음과 같이 결의함. 1. 대한민국 국회는 일본 정부가 2015년 등재 결정 당시 UNESCO 세계유산위원회의 권고와 일본이 약속한 후속조치에 따라 일본 산업유산정보센터의 전시 내용에 수많은 한국인과 다른 나라 사람들의 본인 의사에 반한 가혹한 조건하에서의 강제 노역 증언과 자료를 반영하고, 강제 노역 희생자를 기리는 조치를 취할 것을 촉구한다. 2. 대한민국 국회는 일본 정부가 두 차례에 걸쳐 발간된 이행경과보고서가 강제징용과 관련된 정보가 누락되는 등 잘못되었음을 인정하고, 즉각적으로 수정보고서를 발간하여 명확히 기재할 것을 촉구한다. 3. 대한민국 국회는 일본 정부가 2015년 등재 결정 당시 UNESCO 세계유산위원회의 권고와 일본이 약속한 후속조치가 제대로 이행되도록 우리 정부가 한일 양자 교섭과 UNESCO 등 국제사회에서의 문제 제기에 적극적으로 나설 것을 촉구한다. 4. 대한민국 국회는 일본 정부가 약속한 후속조치와 UNESCO 세계유산위원회의 권고사항을 지속적으로 회피할 경우, 우리 정부가 UNESCO 세계유산위원회에 메이지 산업유산의 세계유산 등재 삭제를 요구할 것을 촉구한다."
758C5550-FE41-D25A-2C3F-ABA13E6C2DAC.pdf,,,장애인이 능력에 맞는 직업생활을 통하여 인간다운 생활을 할 수 있도록 장애인의 고용촉진 및 직업재활사업을 추진합니다. 코로나19 상황에서 고용에 취약한 장애인의 취업 지원을 확대하기 위해 장애인 취업성공패키지 등 사업비 49억원 증액됩니다.
767147F6-B2E8-14A9-F9D4-586746C99BD6.pdf,17320,"2022년도 수출증가, 환율급등으로 인한 무역보험 인수실적 증가에 대응하기 위하여, 「무역보험법」 제8조에 따라 이미 설정한 2022년도 무역보험계약 체결 한도를 230조원에서 260조원으로 증액하는 것을 국회의 의결을 얻어 확정하고자 제안하는 것임.","가. 2022년도 무역보험계약 체결 총한도(본한도+예비한도)를 현행 230조원에서 30조원 증액한 260조원으로 조정함 나. 2022년도 본한도는 현행 220조원에서 20조원 증액한 240조원으로 조정하고, 이중 대금결제 기간이 2년을 초과하는 중장기 연불 수출거래는 현행과 동일한 17조 8,000억원으로 함 다. 2022년도 예비한도는 하반기 경제 불확실성에 대비하여 무역보험의 안정적 운영을 위해 현행 10조원에서 10조원 증액한 20조원으로 조정함"
7678D993-4590-DADC-F882-D4BC2DE04AAC.pdf,,,"기후대응기금 운용 계획 변경안은 기후위기의 적극대응 및 탄소중립 사회로의 전환을 뒷받침하는 효율적 재정지원 프로그램 마련을 목표로 합니다. 2022년도 기금사업 변경 개요는 기후대응기금 수입 중 일반회계 전입금 감액, 기금예수금 확충, 기후대응기금 지출 중 사업비 감액 등이 포함됩니다."
776864C4-E1FB-93E3-4595-06AC25A44E07.pdf,9233,"「UN 장애인권리협약」은 우리 헌법 제10조, 제11조, 제34조에 규정하고 있는 행복추구권, 평등 원칙 및 국가가 장애인의 복지를 위하여 노력하여야 할 의무와 부합하는 동시에 이를 구체적으로 구현하고 있는 국제협약이며 18개 조항으로 구성된 「UN 장애인권리협약 선택의정서」는 「UN 장애인권리협약」의 부속 문서로 피해를 입은 개인 및 집단이 UN 장애인권리위원회를 통해 권리의 구제를 요청할 수 있는 내용을 담고 있음. 「UN 장애인권리협약 선택의정서」의 구체적인 내용을 살펴보면 UN 장애인권리위원회는 「UN 장애인권리협약」에 규정된 장애인의 권리가 당사국에 의하여 심각하게 또는 조직적으로 침해된다는 신뢰할 만한 정보를 개인 또는 집단 등을 통해 접수받은 경우, 당사국에 대해 그러한 정보를 조사하는데 협조할 것과 관련 정보에 대한 의견을 제출하도록 요청할 수 있다는 점을 명시하고 있음. 또한 위원회는 조사결과를 심사한 후 결과를 논평 및 권고사항과 함께 관련 당사국에게 전달하고 당사국은 위원회의 조사결과와 논평 및 권고사항을 전달받은 후 6개월 이내에 자국의 견해를 위원회에 제출하도록 하여 「UN 장애인권리협약」이 형식적인 선언이 아닌 가입국에 실질적인 영향력을 발휘할 수 있도록 하고 있음. 그러나 대한민국 정부는 2007년 3월 31일에 「UN 장애인권리협약」에 서명한 이래 14년이 지났음에도 아직 「UN 장애인권리협약 선택의정서」에 비준하지 않고 있으며 이는 개인 또는 집단 등이 장애인권리협약상의 권리침해를 국내적 절차를 통해 효과적으로 구제받지 못하는 경우 UN 장애인권리위원회를 통해 구제 받을 수 있는 기회를 박탈하고 「UN 장애인권리협약」을 형식적인 선언으로 만들고 있다는 문제점을 야기하고 있음. 국가인권위원회는 「UN 장애인권리협약 선택의정서」에 대해 ‘선택의정서에서 규정한 UN 장애인권리위원회의 조사권은 장애인권리협약이 보장하고 있는 권리들을 대상으로 하고 있는 것인데 우리나라는 「장애인차별금지법」의 제정으로 인하여 협약상의 권리들이 보장되고 있고 「장애인차별금지법」 관련 법령 및 제도들을 개선하려는 노력이 있으므로 동 선택의정서에 가입하는데 있어 문제가 없다’는 의견을 제시하였으며 정부 또한 「UN 장애인권리협약 선택의정서」가 「UN 장애인권리협약」의 이행을 보다 실효성 있게 보장할 수 있는 장치로 인식하고 있으며 비준을 적극적으로 추진하겠다는 입장을 밝힘. 이에 대한민국 국회는 「UN 장애인권리협약」의 실효성 있는 실천을 바탕으로 대한민국의 모든 장애인이 동등한 사회구성원으로서 주체적으로 자유와 인권을 누리고 차별로부터 보호받는 동시에 천부적인 존엄성을 존중받을 수 있도록 정부의 조속한 「UN 장애인권리협약 선택의정서」 비준을 촉구하고자 결의안을 제출함.",「UN 장애인권리협약」은 장애인의 권리와 존엄성을 보호하고 자립에 대한 존중을 촉진하기 위한 국제조약으로 전 분야에 걸쳐 모든 장애인의 권리를 보장하기 위한 포괄적인 국제협약이며 「UN 장애인권리협약 선택의정서」는 「UN 장애인권리협약」에서 규정한 장애인의 권리를 침해받은 당사국의 개인 및 집단이 UN 장애인권리위원회에 권리구제를 요청할 수 있음을 명시한 의정서이다. 대한민국 정부는 2007년 3월 31일 「UN 장애인권리협약」에 서명하였지만 14년이 지난 현재까지 전 세계 96개국이 참여하고 있는 「UN 장애인권리협약 선택의정서」에 대한 서명과 비준은 유보하고 있다. 이에 대한민국 국회는 정부가 「UN 장애인권리협약 선택의정서」에 조속히 비준하여 「UN 장애인권리협약」의 실효성을 높이고 이를 바탕으로 장애인의 동등한 사회구성원으로서의 권리와 천부적인 존엄성을 적극적으로 보장해야 한다는 것에 공감하며 다음과 같이 촉구한다. 1. 대한민국 국회는 정부가 「UN 장애인권리협약 선택의정서」를 조속히 비준하기를 촉구한다. 2. 대한민국 국회는 정부의 「UN 장애인권리협약 선택의정서」 비준을 위한 절차가 순조롭게 이루어지도록 모든 노력을 강구할 것을 결의한다.
790298B6-C05E-A2DB-A4FA-3C713BEEC2D2.pdf,6085,"6·25 전쟁 70주년과 미국의 신행정부 출범을 맞아 한반도 평화와 번영의 기틀이 된 한미동맹의 역할과 의미를 되새기며, 한미동맹이 미래지향적인 글로벌 동맹으로 발전되어야 함을 확인함. 1953년 10월 1일 ‘한미상호방위조약’ 체결로 시작된 한미동맹은 그동안 한반도에서 전쟁을 예방하였으며, 자유민주주의와 시장경제를 정착시키고 대한민국의 안정과 경제성장을 견인하여 왔음. 북한의 핵 위협과 동북아 지역 및 범세계 안보 불확실성이 증가하는 상황에서 세계 평화의 근간이 되어 온 한미동맹은, 미국의 새로운 정부 출범 이후에도 지속적으로 중요한 역할을 수행할 것임. 이에 미국 신행정부의 출범에 즈음하여 한미 양국이 자유민주주의, 시장경제, 인권, 법치의 가치를 존중하고, 더욱 공고한 한미동맹으로 성장할 것을 염원하면서 이 결의안을 제안함.","대한민국 국회는 미국의 바이든 신행정부 출범에 즈음하여 한미동맹이 자유민주주의 수호 및 한반도 평화와 번영의 기틀이 되어왔음을 확인한다. 1950년 6월 25일 북한의 남침에 맞서 대한민국을 지켜내고 그 과정에서 흘린 피와 희생으로 맺어진 한미동맹은, 지난 67년간 자유민주주의와 시장경제, 인권, 법치 등 공동의 가치를 기반으로 한반도와 동북아 지역, 더 나아가 세계 평화와 안정을 유지하는 핵심축으로 기능하여 왔다. 이에 대한민국 국회는 한미 양국의 희생과 공동의 가치를 바탕으로 유지되어 온 전통적인 한미동맹 관계를 더 높은 수준으로 발전시켜 한반도 평화와 번영에 기여할 것을 염원하면서 다음과 같이 결의한다. 1. 대한민국 국회는 미국 바이든 신행정부의 출범을 앞두고 최근 미국 상원에서 한미동맹의 중요성 등 기념 결의안(결의안.152)이, 하원에서 한미동맹 강화 및 6·25전쟁 70주년 기념 결의안(결의안.809, 결의안.1012)이 각각 채택된 것을 환영하면서 한미동맹의 발전을 위하여 모든 노력을 아끼지 않을 것을 결의한다. 2. 대한민국 국회는 6·25 전쟁에 참전한 한국군과 미군, UN군의 숭고한 헌신과 희생에 경의를 표한다. 3. 대한민국 국회는 한미동맹이 대한민국의 민주화와 경제성장의 기틀이 되었으며, 한반도 평화를 유지하는 기반이자 동북아시아를 포함한 세계의 평화와 번영의 핵심축으로 기능하고 있음을 확인한다. 4. 대한민국 국회는 자유민주주의와 시장경제의 토대 위에서 표현의 자유, 사상 종교의 자유, 언론의 자유, 집회 결사의 자유 그리고 신체의 자유와 인권 등 세계인권선언에서 확인된 보편적 가치를 수호하는 것이 한미동맹이 지켜야 할 공동의 목표임을 확인한다. 5. 대한민국 국회는 한미 양국 정부가 주한미군 방위비 분담, 전작권 전환 등 현안을 동맹 정신에 맞게 호혜적으로 해결하여 한미동맹이 미래지향적으로 발전할 수 있도록 노력할 것을 촉구한다. 6. 대한민국 국회는 한미 양국 정부가 북핵문제 해결을 통한 한반도 비핵화와 한반도 평화 정착이라는 공동의 목표를 위해 협력하여 나아가는 과정에서 긴밀한 소통과 공조가 그 어느 때보다 중요하다는 점을 인식하고, 향후에도 한미동맹이 한반도 평화를 위해 굳건한 연합방위태세와 군사적 억제력을 유지하는 데 기여할 것을 당부한다. 7. 대한민국 국회는 한미동맹이 한반도의 평화와 번영은 물론 동북아시아를 포함한 세계의 평화와 번영을 증대시키는 역할을 확대할 수 있도록 실질적이고 지속적인 노력을 기울이며, 공동의 가치와 상호 신뢰를 토대로 외교·안보뿐 아니라 경제·사회·문화 등 제반 분야에서의 포괄적인 전략동맹으로 발전해 나가기를 촉구한다. 8. 대한민국 국회는 한미 양국 정부가 북한의 핵무기 위협이 고조되고 동북아 지역 및 범세계 안보 환경이 급변하고 있음을 인식하고, 한미동맹이 나아가야 할 방향을 모색할 것을 촉구한다. 9. 대한민국 국회는 한미동맹이 한미자유무역협정을 통하여 양국 간 무역과 투자가 확대 발전하고 있음을 평가하고 아시아·태평양 지역에서 보호주의를 막고 자유무역주의를 확대·고취하려는 노력을 지속하여 나갈 것을 촉구한다."
79082709-41DC-11A5-37B2-13BEADB4FF05.pdf,25646,"2023년은 대한민국과 영국 간의 수교 140주년이자 한국전쟁 정전 70주년이 되는 뜻깊은 해로서 양국은 1883년 외교관계 수립 이후 오랜 기간 혈맹이자 가치를 공유하는 소중한 미래지향적 동반자로서 긴밀한 우호협력관계를 공고히 해 왔으며 양국의 발전을 위해 안보ㆍ국방, 과학ㆍ기술, 번영, 교역ㆍ에너지 안보 분야에 걸친 상호연대를 강화해 왔음. 양국 정상은 2023년 11월 정상회담을 통해 양국이 급변하는 국제 정세 속에서 민주주의적 원칙, 인간의 기본권과 자유, 개방적이고 공정한 무역, 그리고 글로벌 경제안보, 그리고 전 지구적 기후 위기 대응에 관한 공동 대응 의지를 공유하고 있고, 오랜 양자 관계를 통해 확고한 공동가치를 확립해 왔으며, 자유와 민주주의를 지키면서 공통의 글로벌 도전과제 해결을 위해 서로 노력해 왔으며 앞으로 불법적인 침략과 도발에 맞서 국제규범과 국제질서를 수호해 나가기로 한 바 있음. 본 결의안은 한영 외교관계 수립 140주년 및 한국전쟁 정전 70주년을 기념하는 해를 맞아 이를 기념하고 급격히 변화하는 세계 경제 질서와 안보 상황 변화에 양국이 공동으로 대응하고 상호 호혜적이자 지속적인 발전과 국익 증진을 위한 노력을 양국 정부에 촉구하기 위한 것임.","대한민국 국회는 한국과 영국이 1883년 11월 26일 조영수호통상조약을 체결하고 외교관계를 수립한 이래 오랜 기간 혈맹이자 가치를 공유하는 소중한 미래지향적 동반자로서 긴밀한 우호협력관계를 공고히 해 왔으며 양국의 발전을 위해 안보ㆍ국방, 과학ㆍ기술, 번영, 교역ㆍ에너지 안보 분야에 걸친 상호연대를 강화해 왔다. 양국은 현재 상품 및 서비스 교역 규모가 크게 증가하고 있는 중요한 무역 상대국이자 자유무역협정 체결국으로서 양국 간 비즈니스의 연속성과 안정성 향상이 제고되고 있고 금융, 유통, 서비스, 생명공학, 원자력 발전, 재생에너지 등 다양한 분야의 협력과 투자를 교환하고 있는 상호보완적 교역 동반국이다. 특히 대한민국의 존립을 위협했던 6.25 전쟁 당시 영국은 전쟁 발발 2일 만에 파병을 결정하고 홍콩에 주둔하던 극동함대 일부를 비롯한 본토의 제29보병여단, 제41해병독립특공대 등을 급파했으며 전쟁이 휴전될 때까지 총 81,084명의 병력을 파병해 전쟁 기간 1,106명 전사를 비롯해 총 4,909명의 소중한 희생을 감수했고 지금도 유엔군사령부의 일원으로서 한반도 평화를 수호하고 있는 혈맹이다. 양국은 급변하는 국제 정세 속에서 민주주의적 원칙, 인간의 기본권과 자유, 개방적이고 공정한 무역, 그리고 글로벌 경제안보, 그리고 전지구적 기후 위기 대응에 관한 공동 대응 의지를 공유하고 있고, 오랜 양자 관계를 통해 확고한 공동가치를 확립해 왔으며, 자유와 민주주의를 지키면서 공통의 글로벌 도전과제 해결을 위해 서로 노력해 왔으며 앞으로 불법적인 침략과 도발에 맞서 국제규범과 국제질서를 수호해 나가야 한다. 한영 외교관계 수립 140주년 및 한국전쟁 정전 70주년을 기념하는 해를 맞아 대한민국 국회는 한-영 수교 140주년을 기념하고 급격히 변화하는 세계 경제 질서와 안보 상황 변화에 양국이 공동으로 대응하고 상호 호혜적이자 지속적인 발전과 국익 증진을 위해 다음과 같이 결의한다. 1. 대한민국 국회는 대한민국 국민을 대표하여 한국전쟁에 참전한 영국 참전용사와 유족들께 깊이 감사드리며, 그분들의 숭고한 헌신과 희생을 영원히 기억할 것이다. 2. 대한민국 국회는 2023년 11월 22일 양국의 정상회담을 통해 양국 관계가 “글로벌 전략적 동반자 관계”로 격상된 것을 환영하며 다우닝가(街) 합의(Downing Street Accord)를 통해 합의된 국제 지역 정세에 공동 대응하기 위한 안보 협력, 경제안보 협력, 원전 협력을 포함한 에너지 협력 등 지속가능한 미래 총 3가지 분야의 45개의 이행계획이 실질적으로 이행되도록 적극적으로 지지하고 도울 것을 선언한다. 3. 대한민국 국회는 영국이 비핵ㆍ평화ㆍ번영의 한반도를 위한 한국의 목표를 지지한 것에 감사를 표하며 북한의 인권 침해와 인권 유린에 대한 경각심을 일깨우고, 북한이 인권을 존중하고 준수하도록 설득하기 위한 협력을 강화하기로 약속한 것과 자유롭고 평화로운 통일한반도를 지지한 것에 기초해 이를 실현하기 위한 적극적 협력을 기대한다. 4. 대한민국 국회는 양국 정부가 양국 우호 협력관계의 근간이 되는 양국 간 인적교류를 지속 확대해나가기 위해 협력하길 촉구하며 한국전쟁에 대한 이해를 제고하고 인식을 확산하기 위해 다양한 방식의 교육ㆍ홍보 등의 활동을 긴밀히 소통하여 전개해 나갈 것을 기대한다. 5. 대한민국 국회는 한국과 영국 양국 의회가 한영관계 발전에 대한 초당적인 지지를 바탕으로 소통을 확대하고 공동 현안에 대한 상호 이타적인 해결 방안을 도모하며 입법부 간 양국 현안에 대한 상호 이해 제고 및 공감대 형성과 당면한 국제 정세에 대응할 수 있는 구체적이고 실질적인 협의를 위하여 양국 의원연맹을 구성할 것을 제안한다."
