cluster,cluster_keyword
10,"농림축산식품부장관, 산업, 지원, 육성"
278,"선행기술조사, 전문기관, 특허출원, 특허청장"
1023,"행정중심복합도시, 건설청장, 세종특별자치시, 건축허가"
110,"산림, 임산물, 국유림, 목재"
1313,"조직은행, 조직, 인체조직, 식품의약품안전처장"
1314,"초지, 조례, 농림축산식품부령, 시장·군수·구청장"
427,"개인정보, 가명정보, 개인정보 보호위원회, 정보통신망 이용촉진 및 정보보호 등에 관한 법률"
1315,"변리사, 벌금, 위원회, 형법"
1317,"국가과학기술자문회의, 과학기술정책, 국가연구개발사업, 예산"
51,"보행우선구역, 지정, 교통약자, 보행권"
1316,"공유수면, 점용료, 사용료, 과태료"
441,"철도시설, 철도건설사업, 국토교통부장관, 철도국유재산"
211,"법률용어, 일본식 용어, 한글화, 이해"
1318,"문화예술, 문학관, 한국문화예술위원회, 문화시설"
1319,"화물낙하, 교통사고, 업무상과실치상죄, 중과실치상죄"
900,"간행물, 출판사, 유통, 신고"
964,"아동·청소년, 성매매, 피해, 성범죄"
1320,"국가표준, 출연금, 기관, 법률"
326,"여객자동차 운수사업, 운수종사자, 전액관리제, 사납금제"
534,"살생물제, 생활화학제품, 안전관리, 승인"
1322,"보상금, 신청, 기간, 특수임무수행자"
1321,"의료급여, 수급권자, 부당이득, 급여비용"
1129,"주민등록, 거주불명, 시장·군수 또는 구청장, 제도 개선"
1193,"축산, 계열화사업자, 사육, 가축"
7,"가축, 축산물, 이력관리, 가금"
1323,"농어업재해보험, 농업정책보험금융원, 보험료율, 재해보험사업"
591,"보건복지부장관, 수련병원, 전공의, 지도전문의"
916,"법률, 한자어, 한글화, 법치주의"
933,"장애인연금, 기초급여액, 장애인, 인상"
1324,"계약, 이의신청, 계약상대자, 낙찰자"
1335,"과태료, 한국해양소년단연맹, 상한액, 조정"
1325,"가습기 살균제, 4·16세월호참사, 특별조사위원회, 진상규명"
1326,"휴면예금, 서민금융진흥원, 서민금융, 출연"
99,"폐기물, 수출입, 환경부장관, 처리"
1327,"행정중심복합도시, 건설청장, 국토교통부장관, 개발계획"
1328,"항만, 허가, 항만배후단지, 기업"
292,"악취, 악취관리지역, 악취배출시설, 배출허용기준"
374,"세무사, 자격, 압류, 공매"
251,"수입식품, 해외제조업소, 식품의약품안전처장, 현지실사"
1329,"도시철도운송사업, 신고, 수리, 법령"
1331,"청소년정책위원회, 청소년, 위원, 민간위원"
1330,"건설사업관리, 사후평가, 국토교통부장관, 실적"
269,"과징금, 금융지주회사, 과태료, 부과한도"
198,"산업재해, 근로자, 안전, 보건"
1332,"댐 주변지역, 친환경 활용, 자연환경 보전, 지속가능발전"
944,"소프트웨어, 소프트웨어산업, 소프트웨어사업, 진흥"
671,"고독사, 고독사 예방, 실태조사, 지원"
1333,"헌법재판소, 재판관, 임용, 결격사유"
1334,"자연환경보전, 도시생태, 무인도서, 과태료"
270,"금융투자업자, 약관, 사후보고, 사전신고"
1336,"식습관, 어린이·청소년, 과일·채소, 국내 농산물"
286,"항공기, 안전, 국토교통부장관, 초경량비행장치"
1337,"국제금융기구, 출자, 출연, 가입"
511,"아동학대, 취업제한, 아동관련기관, 피해아동"
1338,"전자장치, 부착기간, 출국허가, 미귀국"
1028,"식생활교육, 기본계획, 지정기준, 지정취소"
1114,"무역보험, 무역보험계약체결한도, 한국무역보험공사, 정부"
542,"개발제한구역, 허가, 신고, 훼손지정비사업"
1340,"장애예술인, 문화예술 활동, 지원, 국가와 지방자치단체"
1339,"마약류, 마약류취급정보, 오남용, 마약류통합정보관리센터"
1341,"식품의약품안전처장, 제재처분, 과징금, 임상시험"
1342,"환경영향평가, 사업자, 협의, 환경부장관"
1072,"산업기술, 국가핵심기술, 유출, 침해행위"
15,"벌금형, 범죄, 적용 대상, 형벌"
1343,"공공재정, 부정청구, 환수, 제재부가금"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
1344,"여성농어업인, 모성권, 건강검진, 지원"
82,"기상업무, 기상청장, 기상정보, 기상재해"
1346,"도로, 구조·시설 기준, 주민, 보행자"
1345,"어린이통학버스, 운전자, 안전, 하차확인"
1347,"외국인환자, 유치기관, 인증, 등록"
252,"식품안전, 식품, 소비자, 식품의약품안전처장"
1348,"마리나항만, 마리나항만시설, 마리나선박, 레저선박"
738,"물환경, 비점오염, 폐수처리, 수경시설"
174,"법률, 제명, 개정, 혼란"
1349,"보좌직원, 국회의원, 직권면직, 비서"
1350,"회생법원, 회생사건, 파산사건, 개인회생사건"
505,"건축사, 건축물, 업무, 대가"
1351,"특별관리임산물, 산촌진흥기본계획, 시행계획, 산림청장"
1041,"선거, 후보자, 선거운동, 여론조사"
1352,"병역사항, 공직자, 신고, 공개"
636,"해양수산부장관, 해양치유, 해양치유자원, 선원"
1354,"경제자유구역, 항만법, 실시계획, 의제"
1353,"노외주차장, 주차장, 비용, 도시미관"
196,"근로자, 연차휴가, 임금, 도급"
1355,"가격, 세액, 환급, 납세의무자"
277,"국가보훈처장, 지원, 정보, 법률"
1357,"기계설비, 기계설비유지관리자, 기계설비성능점검업자, 국토교통부"
979,"중독예방치유부담금, 사행산업통합감독위원회, 국민체육진흥기금, 사행산업"
1356,"발명교육, 창의력, 산업재산권, 지원"
498,"법률안, 안, 제, 소위원회"
740,"댐, 수질, 물관리, 용수공급"
862,"청소년, 청소년쉼터, 청소년지도사, 여성가족부"
312,"철도차량, 안전, 국토교통부장관, 철도운영자"
112,"저작권, 저작권법, 일부개정법률안, 문화체육관광위원회"
711,"도로, 도로관리청, 교통, 복구비용"
1358,"기술, 사업화, 공공기술, 허가"
33,"장애인연금, 중증장애인, 장애등급, 장애정도"
252,"식품안전, 식품, 소비자, 식품의약품안전처장"
416,"사업시행자, 지역개발, 개발계획, 지정"
1359,"어린이집, 평가, 한국보육진흥원, 보육"
643,"대체복무, 복무기간, 병역, 편입"
429,"보험회사, 보험계약자, 손해사정, 과태료"
545,"건설안전, 건설사업관리, 국토안전관리원, 안전관리계획"
634,"개인회생절차, 변제기간, 변제계획, 개정법"
544,"관세사, 징계, 결격사유, 직무"
1361,"헌혈, 헌혈증서, 혈액, 보건복지부장관"
1360,"해양안전심판, 심판변론인, 해양사고관련자, 심판"
288,"표시등, 표지, 국토교통부장관, 시정명령"
862,"청소년, 청소년쉼터, 청소년지도사, 여성가족부"
1362,"점자, 시각장애인, 교과용 도서, 교원"
132,"학교용지, 학교용지부담금, 개발사업, 교육감"
1363,"공공기관, 대통령령, 임원, 법률"
1365,"공공임대주택, 임차권, 입주자격, 전대"
782,"총포, 허가, 제조, 처벌"
1364,"과태료, 상한액, 명칭, 사용"
302,"선박, 해양오염, 연료유, 방제"
351,"청소년, 청소년유해약물등, 청소년보호, 출입금지"
1366,"해양수산과학기술, 계획, 해양수산부장관, 지정"
1367,"농촌융복합산업, 농촌융복합시설, 사업자, 시설"
1368,"항만공사, 사용료, 징수, 시장ㆍ군수ㆍ구청장"
1151,"보조금, 보조금통합관리망, 보조사업, 보조사업자"
1328,"항만, 허가, 항만배후단지, 기업"
1369,"역세권개발, 역세권, 철도시설, 개발이익"
543,"해양안전, 항로표지, 전문인력, 해양교통"
1251,"항공, 비행훈련, 교육생, 과태료"
277,"국가보훈처장, 지원, 정보, 법률"
1370,"벌금, 개정, 화재예방, 소방시설"
1373,"식품산업, 푸드테크, 지원, 육성"
512,"아동, 양육비, 지원, 소득"
1371,"인쇄사, 폐업신고, 폐업, 신고"
1374,"식량, 농업, 자급, 정책"
1372,"법률용어, 법 문장, 국민, 이해"
680,"법률용어, 한자어, 일본식, 한글화"
327,"일본식 한자어, 한글화, 법률 용어, 쉬운 우리말"
1251,"항공, 비행훈련, 교육생, 과태료"
1375,"건설기술, 국토교통부장관, 신기술, 발주청"
1376,"교원, 평의원회, 정관, 재임용"
148,"부동산투자회사, 주식, 공시, 주주총회"
1024,"궤도시설, 안전, 궤도사업자, 궤도운송"
277,"국가보훈처장, 지원, 정보, 법률"
769,"지역사랑상품권, 지방자치단체, 지역경제, 활성화"
1377,"농어업인, 지원, 농어촌상생협력기금, 농어업법인"
130,"국제개발협력, 한국국제협력단, 주관기관, 시행기관"
770,"농어촌민박, 농업생산기반시설, 농어촌정비사업, 마을정비구역"
990,"지방문화원, 지역문화, 지역문화사업, 지방문화분권"
286,"항공기, 안전, 국토교통부장관, 초경량비행장치"
1378,"벌금형, 과태료, 질서위반행위, 삭제"
38,"응급의료, 응급환자, 구급차, 자동심장충격기"
1379,"한국인원자폭탄피해자지원위원회, 위원, 공무원, 벌칙"
1380,"동력수상레저기구, 조종면허, 결격사유, 정신질환자"
1381,"한국원자력의학원, 부설기관, 설치, 정관"
312,"철도차량, 안전, 국토교통부장관, 철도운영자"
550,"어촌, 어항, 허가, 공단"
1382,"대구경북과학기술원, 부설기관, 정관, 설치"
1383,"바둑, 진흥, 문화체육관광부장관, 지원"
1384,"기반시설, 관리주체, 민간관리자, 성능개선"
1385,"정부납부기술료, 과학기술진흥기금, 국가재정법, 기술료"
683,"법률용어, 일본식 용어, 전자문서, 개정"
339,"화학물질, 유해성평가, 척추동물시험, 등록"
1386,"특허, 프로그램, 실시, 법률"
498,"법률안, 안, 제, 소위원회"
1387,"교원, 대학, 겸직, 보고"
110,"산림, 임산물, 국유림, 목재"
110,"산림, 임산물, 국유림, 목재"
1388,"진상규명, 위원회, 조사, 피해자"
1334,"자연환경보전, 도시생태, 무인도서, 과태료"
110,"산림, 임산물, 국유림, 목재"
1389,"금연구역, 국민건강증진부담금, 궐련형 전자담배, 어린이집"
1390,"공무원연금, 퇴직연금, 분할연금, 급여"
1391,"국어, 국어책임관, 발전, 보전"
1392,"공공기관, 임원, 채용비리, 경영공시"
463,"과징금, 과태료, 위반행위, 현행법"
254,"건강기능식품, 기준, 규격, 표시·광고"
1393,"목재제품, 규격·품질검사, 산림청장, 검사기관"
346,"건설기술, 건설기술인, 품질검사, 용어"
1394,"교원, 임용, 폐지, 사범대학"
1395,"해외농업자원개발, 해외산림자원개발, 사업계획, 신고"
825,"기상청장, 질병관리청장, 검정, 정보"
1396,"보호대상아동, 임대주택, 주거지원, 주거기본권"
713,"민자도로, 통행료, 유료도로관리청, 민자도로사업자"
88,"영업비밀, 침해행위, 손해배상, 벌칙"
131,"회계법인, 공인회계사, 감사, 분할"
886,"국가균형발전, 혁신도시, 시·도, 지역발전"
1397,"농림식품과학기술, 수산, 연구ㆍ개발, 법률"
712,"운전면허, 교통안전, 자동차, 교통사고"
1398,"약사, 면허, 보건복지부장관, 의약품"
511,"아동학대, 취업제한, 아동관련기관, 피해아동"
1399,"농지보전부담금, 농지관리기금, 농어촌구조개선 특별회계, 농지"
918,"·27법난피해자명예회복심의위원회, 공무원, 심의·의결, 법 문장"
301,"건강보험료, 보험료, 지역가입자, 직장가입자"
139,"상속세, 증여세, 공제, 과세"
450,"국민연금, 연금보험료, 수급권, 반환일시금"
1400,"피한정후견인, 결격사유, 행위능력, 성년후견"
1401,"소음대책지역, 소음피해, 군용비행장, 국방부장관"
463,"과징금, 과태료, 위반행위, 현행법"
1402,"재난지역, 특별재생지역, 도시재생, 재난피해"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
100,"공공폐자원관리시설, 폐기물, 주민, 설치"
1404,"사이버 성범죄, 촬영물, 처벌, 법정형"
1403,"응급구조사, 자격증, 벌칙, 행정처분"
1405,"지원, 대상지역, 송전선로, 중복"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
1406,"액화석유가스, 한국석유관리원, 벌금형, 산업통상자원부장관"
1407,"공인노무사, 징계, 직무, 등록"
1408,"참조표준, 법률, 시행령, 정부"
33,"장애인연금, 중증장애인, 장애등급, 장애정도"
1409,"보호구역, 군사시설, 관할부대장, 협의"
347,"전기공사업, 등록, 공사업자, 처벌"
460,"산후조리원, 산모, 신생아, 난임"
1410,"액화석유가스, 안전관리, 배관망공급사업, 허가"
1411,"수산물, 유통, 지정, 지원"
1412,"동물실험시설, 동물실험, 과징금, 운영자"
88,"영업비밀, 침해행위, 손해배상, 벌칙"
1293,"평생교육, 평생교육기관, 평생교육사, 자격증"
1316,"공유수면, 점용료, 사용료, 과태료"
277,"국가보훈처장, 지원, 정보, 법률"
1413,"연명의료계획서, 연명의료, 말기환자, 환자"
1414,"화장품, 식품의약품안전처장, 소비자, 인증"
4,"중소기업, 지원, 창업자, 제조업"
606,"군인, 주거지원, 퇴직급여금, 현행법"
1261,"개발행위, 도시·군계획사업, 개발사업, 예정지역"
397,"농지, 농업인, 노후생활안정자금, 자조금단체"
1415,"·18민주화운동, 진상규명조사위원회, 진상규명, 위원회"
262,"분양, 광고, 건축물, 내진설계"
1416,"마약류, 마약, 청소년, 처벌"
159,"장기요양기관, 수급자, 공단, 장기요양급여"
416,"사업시행자, 지역개발, 개발계획, 지정"
1418,"무형문화재, 위원회, 전승, 보전"
1417,"원료물질, 가공제품, 안전관리, 제조"
1419,"산림교육, 산림교육전문가, 유아숲체험원, 인증"
783,"해양생태계, 해양생물, 보호대상해양생물, 해양생태계보전협력금"
158,"노인학대, 노인, 벌칙, 전용쉼터"
82,"기상업무, 기상청장, 기상정보, 기상재해"
1420,"해수욕장, 시설, 관리청, 과태료"
139,"상속세, 증여세, 공제, 과세"
1213,"방송사업자, 방송영상물, 방송, 소비자"
283,"정신질환자, 정신건강복지센터, 정신요양시설, 과징금"
1421,"사립학교교직원 연금법, 공중보건의사, 교직원 재직기간, 병역복무기간"
933,"장애인연금, 기초급여액, 장애인, 인상"
1422,"국유재산, 특례, 무상, 대부"
277,"국가보훈처장, 지원, 정보, 법률"
605,"연금, 급여, 군인, 지급"
1423,"대학도서관, 종합계획, 시행계획, 진흥"
1086,"화물자동차, 운수종사자, 유가보조금, 종사자격"
737,"특정수질유해물질, 상수원관리지역, 가산금, 잠실수중보"
1424,"피후견인, 결격사유, 성년후견, 행위능력"
745,"수도용 자재 및 제품, 인증, 수거등의 명령, 검사"
1425,"미혼모, 건강관리, 지원, 의료비"
1427,"위험물, 운반, 차량, 운전자"
1426,"도시숲, 조성, 관리, 지방자치단체"
1428,"예비군, 훈련, 미세먼지, 병역법"
127,"한국지방재정공제회, 지방자치단체, 사업, 공제"
268,"금융서비스, 금융규제, 금융위원회, 혁신금융서비스"
730,"물류산업, 물류기업, 국제물류, 물류공동화"
1429,"통신사실 확인자료, 통신제한조치, 정보주체, 헌법재판소"
1422,"국유재산, 특례, 무상, 대부"
1316,"공유수면, 점용료, 사용료, 과태료"
1430,"폐교재산, 귀농어·귀촌, 지원시설, 수의계약"
1431,"의료 해외진출, 신고, 신고수리, 공항시설법"
341,"환승센터, 교통, 계획, 빅데이터"
1432,"환경범죄, 과징금, 환경감시관, 불법배출"
464,"과징금, 과태료, 시정조치, 위반행위"
1433,"방과후학교, 초등학교, 일몰기한, 영어"
277,"국가보훈처장, 지원, 정보, 법률"
211,"법률용어, 일본식 용어, 한글화, 이해"
1434,"인력개발원, 교육훈련, 사업, 보건복지"
359,"수산식품산업, 육성, 지원, 해양수산부장관"
506,"공공건축, 건축기획, 건축자산, 건축법"
282,"자살예방, 자살시도자, 자살자 가족, 심리적 지원"
1435,"집합건물, 관리인, 구분소유자, 공용부분"
1437,"전통시장, 시설현대화사업, 지원, 활성화"
827,"도시농업, 도시, 재배, 행위"
558,"과태료, 행정질서벌, 형평성, 처벌"
194,"항만재개발사업, 항만구역, 해양수산부장관, 주변지역"
1193,"축산, 계열화사업자, 사육, 가축"
1291,"벌금형, 징역형, 법정형, 부정행위"
481,"공익신고자, 보호조치, 공익신고, 구조금"
1436,"대륙붕, 배타적 경제수역, 해양법에 관한 국제연합 협약, 주권적 권리"
100,"공공폐자원관리시설, 폐기물, 주민, 설치"
1438,"농어업, 농어업인, 농특위원회, 여성농어업인"
1409,"보호구역, 군사시설, 관할부대장, 협의"
110,"산림, 임산물, 국유림, 목재"
37,"장애인, 인증, 보건복지부장관, 시설"
42,"지방자치법, 교육위원회, 지역 개발, 법률"
54,"교육훈련, 학습근로자, 기업, 고용노동부장관"
1439,"생태계교란 생물, 생태계위해우려 생물, 위해성평가, 유입주의 생물"
427,"개인정보, 가명정보, 개인정보 보호위원회, 정보통신망 이용촉진 및 정보보호 등에 관한 법률"
254,"건강기능식품, 기준, 규격, 표시·광고"
253,"표시·광고, 식품, 식품의약품안전처장, 부당한 표시·광고"
174,"법률, 제명, 개정, 혼란"
347,"전기공사업, 등록, 공사업자, 처벌"
1440,"최저임금, 산입범위, 임금, 취업규칙"
1441,"해상여객운송사업, 내항화물운송사업, 운송계약, 면허"
1443,"장애인, 의료비, 모성보호, 모·부성권 보장"
1442,"국민건강증진, 금연, 신체활동, 과태료"
1173,"관세, 납세자, 세관장, 조사"
636,"해양수산부장관, 해양치유, 해양치유자원, 선원"
716,"교원, 정관, 평의원회, 법률"
1444,"북한이탈주민, 정착지원, 보호, 지원"
87,"디자인, 디자인등록출원, 신규성, 보호"
1445,"한자어, 한글화, 개정, 표현"
4,"중소기업, 지원, 창업자, 제조업"
94,"벌금형, 법정형, 징역, 국민권익위원회"
348,"건설업자, 건설사업자, 건설업, 종사자"
1446,"도서관법, 사서, 자격, 장애인"
211,"법률용어, 일본식 용어, 한글화, 이해"
1447,"문화예술교육사, 자격, 결격사유, 문화예술교육 지원법"
44,"시·도지사, 기초지방자치단체, 특별자치시, 예방교육"
668,"임업, 특별관리임산물, 산촌, 임업진흥권역"
1448,"무역조정지원, 기업, 피해, 지원"
1449,"법원, 사법보좌관, 업무, 절차"
1450,"풍수해보험, 손해평가인, 재해취약지역, 방재지구"
1438,"농어업, 농어업인, 농특위원회, 여성농어업인"
1131,"산업, 경쟁력, 부품, 지원"
1133,"금치산자, 한정치산자, 피성년후견인, 피한정후견인"
429,"보험회사, 보험계약자, 손해사정, 과태료"
1451,"적합성평가, 국가표준, 산업통상자원부장관, 무역"
1326,"휴면예금, 서민금융진흥원, 서민금융, 출연"
1452,"양자응용기술, 산업, 정보통신, 지원"
730,"물류산업, 물류기업, 국제물류, 물류공동화"
1075,"축산물, HACCP, 검사, 영업자"
1453,"주민등록번호, 증명서, 변경, 개인정보"
54,"교육훈련, 학습근로자, 기업, 고용노동부장관"
4,"중소기업, 지원, 창업자, 제조업"
1455,"소재, 연구기관, 연구개발, 승격"
139,"상속세, 증여세, 공제, 과세"
1456,"과태료, 결손처분, 징수, 체납처분"
1454,"청년, 청년정책, 국가, 지방자치단체"
1457,"영화, 영화산업, 영화진흥위원회, 영화상영관"
395,"고용, 재정지원, 일자리, 고용노동부장관"
950,"건설산업, 발주자, 수급인, 공사대금"
628,"의약품, 임상시험, 동물용 의약품, 처방전"
397,"농지, 농업인, 노후생활안정자금, 자조금단체"
1458,"주차장, 기계식주차장, 야영행위, 과태료"
1439,"생태계교란 생물, 생태계위해우려 생물, 위해성평가, 유입주의 생물"
82,"기상업무, 기상청장, 기상정보, 기상재해"
745,"수도용 자재 및 제품, 인증, 수거등의 명령, 검사"
1358,"기술, 사업화, 공공기술, 허가"
1459,"복권, 복권위원회, 벌금, 위반행위"
1460,"한부모가족, 양육비, 지원, 청소년 한부모"
359,"수산식품산업, 육성, 지원, 해양수산부장관"
139,"상속세, 증여세, 공제, 과세"
50,"교통안전, 교통수단, 교통안전관리자, 교통안전담당자"
488,"해양구조, 수상구조사, 한국해양구조협회, 민간해양구조대원"
1461,"군사법원, 군검사, 범죄, 피고인"
211,"법률용어, 일본식 용어, 한글화, 이해"
1462,"잔류성유기오염물질, 다이옥신, 배출시설, 배출허용기준"
1463,"지역특화발전특구위원회, 민간위원, 공무원, 규제특례"
15,"벌금형, 범죄, 적용 대상, 형벌"
1464,"지방교육재정교부금, 내국세, 교부율, 재정분권"
862,"청소년, 청소년쉼터, 청소년지도사, 여성가족부"
1465,"전파차단장치, 전파차단, 공공안전, 벌칙"
448,"소방공무원, 소방청, 국가공무원, 시·도지사"
1466,"화장품, 맞춤형화장품판매업, 맞춤형화장품조제관리사, 포장"
1467,"정보보호, 현황, 공시, 위원회"
1468,"대토보상권, 공익사업, 보상, 토지"
37,"장애인, 인증, 보건복지부장관, 시설"
983,"입찰 참가자격, 지방자치단체, 계약, 부정당업자"
1469,"검사, 징계, 국가공무원법, 퇴직"
183,"기상관측, 기상측기, 형식승인, 기상청장"
10,"농림축산식품부장관, 산업, 지원, 육성"
1284,"연안, 바닷가, 공유수면, 관리"
82,"기상업무, 기상청장, 기상정보, 기상재해"
1470,"과태료, 질서위반행위규제법, 징수, 절차"
1471,"신항만건설, 예정지역, 지원, 국고보조금"
230,"관광, 관광사업, 관광특구, 지정"
1472,"재산등록, 공직자, 이해충돌, 퇴직공직자"
283,"정신질환자, 정신건강복지센터, 정신요양시설, 과징금"
1082,"농어업인, 농어촌, 삶의 질 향상, 기본계획"
1474,"산업단지, 산업기술단지, 산학융합지구, 공인중개사법"
1473,"산업기술단지, 교원, 연구원, 울산과학기술원"
1475,"기후변화, 자연재해, 빗물관리, 수요관리"
480,"국가연구개발사업, 참여제한, 중소기업, 연구개발"
1476,"음악산업진흥, 지식재산권, 과태료, 문화체육관광부장관"
1477,"보조금, 보고서, 제출, 지방자치단체"
1478,"배상심의회, 위원, 공무원, 형법"
1479,"범죄신고자, 특정범죄, 보복범죄, 불이익처우"
1033,"체육시설, 체육활동, 시설, 신고"
558,"과태료, 행정질서벌, 형평성, 처벌"
301,"건강보험료, 보험료, 지역가입자, 직장가입자"
42,"지방자치법, 교육위원회, 지역 개발, 법률"
1481,"국방과학기술, 국방연구개발, 방위사업청장, 연구개발"
466,"기상산업, 기상사업자, 한국기상산업진흥원, 실태조사"
1483,"평의원회, 교원, 정관, 울산과학기술원"
1480,"서훈, 취소, 훈장, 포장"
1482,"기초과학, 기초연구, 정의, 진흥"
221,"장애인, 고용, 인식개선 교육, 사업주"
1118,"남북관계발전, 남북관계발전위원회, 남북합의서, 대북전단"
1484,"방사능, 방재, 갑상샘, 벌금"
1485,"원산지 표시, 농수산물, 단속, 과태료"
744,"물관리, 한국수자원공사, 사업, 수질"
1486,"도시가스사업, 안전관리자, 나프타부생가스, 고압가스 안전관리법"
364,"폐지, 공유수면관리법, 공유수면 관리 및 매립에 관한 법률, 법률"
1487,"긴급통화조치법, 폐지, 법화, 화폐단위"
37,"장애인, 인증, 보건복지부장관, 시설"
828,"국민권익위원회, 부패방지, 신고사항, 통보"
790,"규제자유특구, 지역특구, 지역산업, 지역경제"
794,"정비구역, 정비사업, 조합, 토지등소유자"
1488,"법령정보, 법제처장, 수집, 제공"
429,"보험회사, 보험계약자, 손해사정, 과태료"
479,"선박, 행정처분, 선박검사, 안전"
375,"납세의무자, 교육세, 주류, 면허"
639,"예방접종, 피해보상, 코로나19, 질병"
359,"수산식품산업, 육성, 지원, 해양수산부장관"
451,"사립학교교직원연금공단, 급여, 퇴직, 교직원"
1489,"소음, 점검, 지자체, 소음대책"
139,"상속세, 증여세, 공제, 과세"
1490,"잔류성유기오염물질, 수은, 환경부장관, 배출허용기준"
1491,"관보, 전자관보, 종이관보, 효력"
15,"벌금형, 범죄, 적용 대상, 형벌"
224,"누리과정, 유아교육, 특별회계, 지방교육재정교부금"
1492,"에너지복지, 에너지이용, 소외계층, 현행법"
716,"교원, 정관, 평의원회, 법률"
4,"중소기업, 지원, 창업자, 제조업"
1493,"에이치활동, 지원, 단체, 활성화"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
37,"장애인, 인증, 보건복지부장관, 시설"
1498,"수산업협동조합, 부실조합, 적기시정조치, 상호금융예금자보호기금"
1496,"중소기업, 공동사업, 협동조합, 대기업"
1494,"농어업인, 농어촌, 기본계획, 표준약관"
1495,"의료기기, 식품의약품안전처장, 제조, 수입"
1497,"난임, 지원, 불임, 가임력 보전"
1499,"생활체육, 생활체육지도자, 기본계획, 고용안정"
863,"학교 밖 청소년, 개인정보, 지원센터, 법정대리인"
386,"수급사업자, 원사업자, 하도급대금, 기술자료"
186,"가축전염병, 방역, 검역, 지방자치단체"
82,"기상업무, 기상청장, 기상정보, 기상재해"
1500,"정보통신망, 정보보호, 정보통신서비스 제공자, 방송통신위원회"
1501,"화물자동차, 운송사업, 운송주선사업, 신고"
1503,"석유사업, 등록, 영업정지, 법위반"
1388,"진상규명, 위원회, 조사, 피해자"
15,"벌금형, 범죄, 적용 대상, 형벌"
1502,"중대범죄, 범죄수익, 추가, 몰수·추징"
511,"아동학대, 취업제한, 아동관련기관, 피해아동"
504,"건축물에너지평가사, 제로에너지건축물, 인증, 결격사유"
1504,"외국인투자, 외국인투자기업, 고용, 지원"
1505,"회생법원, 도산, 법원, 구조조정"
139,"상속세, 증여세, 공제, 과세"
617,"디엔에이감식시료채취영장, 채취대상자, 불복절차, 의견진술"
1506,"제명, 현행법, 한자, 한글"
139,"상속세, 증여세, 공제, 과세"
345,"건설업자, 하도급, 건설공사, 직접시공"
226,"미세먼지, 저감, 대기오염물질배출시설, 비상저감조치"
256,"식품, 품질관리, 위반행위, 제재처분"
816,"자동차, 안전, 리콜, 결함"
1513,"자격증, 대여, 알선, 제재"
1507,"공연, 공연법, 안전, 자격"
15,"벌금형, 범죄, 적용 대상, 형벌"
1509,"파산, 결격사유, 채무자, 복권"
726,"소방공무원, 정신건강, 보건, 교육"
1508,"행정심판, 행정심판위원회, 청구인, 심판청구"
256,"식품, 품질관리, 위반행위, 제재처분"
87,"디자인, 디자인등록출원, 신규성, 보호"
1510,"노인, 체육, 진흥, 지원"
618,"장기등, 장기이식, 말초혈, 국립장기이식관리기관"
1020,"과태료, 자산유동화, 주택저당채권, 질서위반행위규제법"
114,"양육비, 가정법원, 심판, 허가"
37,"장애인, 인증, 보건복지부장관, 시설"
1511,"특정금융거래정보, 금융정보분석원, 지방세, 제공"
964,"아동·청소년, 성매매, 피해, 성범죄"
1004,"금연구역, 과태료, 건강검진, 체육시설"
157,"제대군인, 적용 대상, 장기복무, 법"
1512,"청소년, 근로, 신고, 과태료"
1019,"환경개선, 통합허가, 측정대행업, 가산금"
437,"신고, 신고수리, 처리기간, 통지"
1514,"기상, 기후, 관측, 연구개발"
1301,"수도권정비계획, 총량규제, 수도권정비위원회, 인구집중유발시설"
174,"법률, 제명, 개정, 혼란"
1515,"가정폭력, 피해자, 보호, 지원"
1516,"안전관리, 사고, 도시가스, 송유관"
1517,"아프리카, 센터, 한·아프리카센터, 외교"
15,"벌금형, 범죄, 적용 대상, 형벌"
314,"철도시설, 유지관리, 국토교통부장관, 철도건설"
516,"지속가능 교통물류체계, 교통물류, 지방자치단체, 공영차고지"
139,"상속세, 증여세, 공제, 과세"
241,"특수교육, 특수학교, 장애인, 학칙"
1150,"건축물, 화재, 안전, 관리"
648,"고준위 방사성폐기물, 관리시설, 부지, 지원"
1417,"원료물질, 가공제품, 안전관리, 제조"
1518,"과밀부담금, 수도권정비위원회, 수도권정비계획법, 가산금"
1519,"농어촌고리채정리령, 국가재건최고회의, 폐지, 법률"
1520,"신고, 승마시설, 처리기간, 수리"
813,"한국원자력안전기술원, 임원, 결격사유, 독립성"
1310,"국가연구개발사업, 연구개발, 과학기술기본법, 제재"
578,"공중위생영업, 과징금, 면허, 행정제재"
1521,"정보통신망, 정보보호, 불법촬영물, 정보통신서비스 제공자"
1523,"광주과학기술원, 교원, 임용, 양성평등"
1524,"정보통신서비스 제공자, 만 14세 미만 아동, 개인정보 보호, 법정대리인"
1522,"등기업무, 등기, 회계연도, 적용기간"
82,"기상업무, 기상청장, 기상정보, 기상재해"
1525,"건설기계, 타워크레인, 조종사, 안전"
760,"인성교육, 종합계획, 시행계획, 교육부장관"
139,"상속세, 증여세, 공제, 과세"
4,"중소기업, 지원, 창업자, 제조업"
1526,"정기간행물, 지방자치단체, 등록, 업무"
225,"배출가스, 자동차, 부품, 환경부장관"
