"age","title","bill_id","bill_number","content","cluster","keywords"
20,"장기등 이식에 관한 법률 일부개정법률안(대안)","PRC_H1L7O0T9T2L0T1I7C0B8J0A2Z8A0E2",2009647,"장기등기증자의 이웃사랑과 희생정신을 기리고 생명나눔문화를 확산하기 위하여 매년 9월 중 두 번째 월요일부터 1주간을 생명나눔 주간으로 지정하고 장기등기증자에 대한 지원항목에서 ‘위로금’을 삭제하되 대신에 국가가 장기등기증자 및 그 유족에 대하여 추모 및 예우 사업을 실시할 수 있도록 하며 벌칙의 벌금액을 징역 1년당 1천만원 수준으로 정비하려는 것임. - 주요내용 가. 장기등기증자의 이웃사랑과 희생정신을 기리고 생명나눔문화를 확산하기 위하여 매년 9월 중 두 번째 월요일부터 1주간을 생명나눔 주간으로 지정함(안 제6조의2 신설). 나. 장기이식등록기관의 업무에 ‘장기등의 기증 활성화를 위한 홍보 및 상담’을 추가함(안 제13조제3항제4호). 다. 장기등기증자에 대한 지원항목에서 ‘위로금’을 삭제하고 대신에 국가가 장기등기증자 및 그 유족에 대하여 추모 및 예우 사업을 실시할 수 있도록 함(안 제32조제1항 및 제3항). 라. 징역 1년당 벌금액 1천만원 수준으로 법정형을 정비함(안 제45조？제47조？제48조？제49조？제50조).",3,"예우, 실시할 있도록, 국가가, 실시할"
20,"개별소비세법 일부개정법률안","ARC_A1N6B0H9F0X2J2C0F4V4G1X1A2C4Z8",2002111,"국민 소득 수준의 향상과 소비의 대중화 등을 고려하여 개별소비세의 과세물품에서 로열젤리를 제외하고 유연탄이 환경에 미치는 영향을 고려하여 유연탄에 부과되는 개별소비세의 세율을 킬로그램당 24원에서 30원으로 인상하는 등 개별소비세의 과세대상 및 세율을 조정하는 한편 납세의무자의 부담을 완화하기 위하여 담배의 세액을 공제하거나 환급하는 사유에 개별소비세가 면제되는 담배와 그 담배의 원재료로 사용되는 담배를 추가하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선？보완하려는 것임. 참고사항 이 법률안은 「국회법」 제85조의3제4항에 따라 세입예산안 부수 법률안으로 지정될 필요가 있음",7,"개별소비세의, 세율을, 고려하여, 유연탄에"
20,"자동차손해배상 보장법 일부개정법률안(대안)","PRC_S1J7T0S9Z2R0F1P7C4Q3V2G0R9M0X5",2010078,"자동차 및 건설기계 소유자가 폐차 및 폐기를 하였음에도 불구하고 불합리하게 보험을 유지 또는 연장하여야 하는 피해를 방지하고 보험회사가 뺑소니 사고 운전자에게 구상금액을 청구할 수 있도록 함으로써 반사회적 운전행위에 대한 사회적 경각심을 일깨울 필요가 있음 대안의 주요내용 가. 자동차(건설기계) 소유자가 폐차(폐기)를 요청하여 자동차해체재활용사업자(건설기계폐기사업자)로부터 그 자동차(건설기계)·자동차(건설기계)등록증·등록번호판 및 봉인의 인수 사실을 증명하는 서류를 발급받은 경우는 의무보험을 해지할 수 있도록 함(안 제25조제2호 및 제3호 신설). 나. 보험회사가 뺑소니 사고 운전자에게도 구상금액을 청구할 수 있도록 함(안 제29조제1항).",7,"자동차, 청구할 있도록, 소유자가, 청구할"
20,"개별소비세법 일부개정법률안","ARC_L1N7W0H9U0R1E1F7E2U0K2C3I2C5E2",2008994,"안전하고 깨끗한 에너지로의 전환을 촉진하기 위하여 유연탄에 부과되는 개별소비세의 세율을 킬로그램당 30원에서 36원으로 상향조정하려는 것임. 참고사항 이 법률안은 「국회법」 제85조의3제4항에 따라 세입예산안 부수 법률안으로 지정될 필요가 있음.",7,"안전하고, 부과되는 개별소비세의, 유연탄에 부과되는, 유연탄에"
20,"환자안전법 일부개정법률안(대안)","PRC_G1P9J0A3F2L6Q1D4O0C2K0Z9P3S0B0",2023996,"현행법은 환자안전사고가 발생한 경우 보건의료인이나 환자 등이 자율적으로 보고하도록 하고 있어 환자안전사고 발생 실태 파악이 어렵고 이를 바탕으로 한 환자안전사고 예방 및 재발방지 대책 마련이 미흡하다는 지적이 제기되고 있으므로 일정 규모 이상의 병원급 의료기관에서 중대한 환자안전사고가 발생한 경우 해당 의료기관의 장이 지체 없이 보건복지부장관에게 보고하도록 하려는 것임. 그 외 환자안전사고 실태조사 근거를 마련하고 ‘국가환자안전위원회’의 위원 구성 및 환자안전 전담인력의 자격 요건에 약사를 포함하며 환자안전 관련 업무를 전담하기 위한 중앙환자안전센터 및 지역 중소병원의 환자안전활동을 지원하기 위한 지역환자안전센터의 지정 근거를 마련하는 등 환자안전활동의 효과적인 수행과 지원을 위한 현행법 상 미비를 보완하려는 것임. 주요내용 가. 보건복지부장관은 환자안전 및 의료 질 향상에 관한 정책의 수립·시행을 위하여 환자안전사고 실태조사를 매 5년마다 실시하고 결과를 공표할 수 있도록 함(안 제7조의2 신설). 나. 국가환자안전위원회 위원 정수를 현행 15명에서 17명으로 확대하고 위원 구성에 대한약사회에서 추천한 사람 및 관계 중앙행정기관 소속 고위공무원단에 속하는 일반직공무원을 추가함(안 제8조). 다. 보건복지부장관은 환자의 보호 및 의료 질 향상을 위한 시책을 효과적으로 수행하기 위하여 중앙환자안전센터를 지정할 수 있도록 하고 일정 규모 이상의 병원급 의료기관 및 환자안전 관련 단체 등을 지역환자안전센터로 지정할 수 있도록 함(안 제8조의2 및 제8조의3 신설). 라. 환자안전 전담인력의 자격 요건을 법률에 상향하여 규정하고 자격 요건에 약사를 추가함(안 제12조). 마. 환자안전사고가 발생할 것이 예상된다고 판단하는 보건의료인이나 환자 등이 보건복지부장관에게 그 사실을 보고할 수 있도록 함(안 제14조제1항). 바. 일정 규모 이상의 병원급 의료기관에서 「의료법」 제24조의2제1항에 따라 설명하고 동의를 받은 내용과 다른 내용의 수술 수혈 전신마취로 환자가 사망하거나 심각한 신체적·정신적 손상을 입은 환자안전사고 등이 발생한 경우 그 의료기관의 장이 그 사실을 보건복지부장관에게 지체 없이 보고하도록 함(안 제14조제2항) 사. 보건복지부장관이 환자안전사고 보고·학습시스템의 관련 정보 공유를 위하여 한국의료분쟁조정중재원 한국소비자원 등 유관 기관에 관련 자료의 제공을 요청할 수 있도록 함(안 제15조의2 신설).",2,"일정 규모, 규모 이상의, 규모, 위원"
20,"풍수해보험법 일부개정법률안(대안)","PRC_P1A8W0X9K1V1I1Y9E4X7L4R3E3V4Y5",2017156,"1. 소상공인의 경우 위험 관리에 취약한 경우가 많아 재해 등의 발생 시 파산으로 이어지는 경우가 있고 이 경우 실업 생존권 위협 등의 사회문제가 될 수 있음. 이에 풍수해보험의 목적물에 소상공인이 운영하는 업체의 시설물을 명시적으로 규정하여 소상공인이 풍수해보험에 가입할 수 있다는 것을 명확하게 함으로써 소상공인 풍수해보험에 가입하도록 하여 풍수해로 인한 피해 발생 시 보험금 수령을 통해 실질적인 피해복구를 할 수 있도록 하려는 것임. 2. 대안의 주요내용 풍수해보험의 목적물에 “「소상공인 보호 및 지원에 관한 법률」 제2조에 따른 소상공인이 운영하는 사업장의 건축물과 시설물”을 명시적으로 규정함(안 제4조제2호).",1,"소상공인이, 소상공인, 명시적으로, 운영하는"
20,"학교도서관진흥법 일부개정법률안(대안)","PRC_H1U7B1O1L2L9O1R0Z4F6D0R6X0M4L1",2011638,"현행법은 학교도서관을 설치하여 학생들이 책과 가까워질 수 있는 동기를 마련하고 교과와 관련된 자료를 찾아 활용할 수 있는 방법 등을 지도하기 위하여 학교도서관에 사서교사 등을 둘 수 있도록 하고 있으나 임의규정으로 되어 있어 절반 이상의 학교에서는 사서교사 등을 두지 않고 있음. 이에 학생들의 독서지도 자료활용 등을 지도할 전문 인력이 없어 학교도서관 운영에 어려움을 겪고 있으므로 초·중·고등학교 도서관에 사서교사·실기교사 및 사서를 의무적으로 배치하도록 하는 한편 정원·배치기준·업무범위 등은 학교 규모와 사서교사 등의 자격유형에 따라서 대통령령으로 정하도록 하여 학교 도서관 교육의 질 향상을 도모하려는 것임(안 제12조제2항 및 제3항).",1,"학교, 등을, 관련된 자료를, 학생들의"
20,"중소기업제품 구매촉진 및 판로지원에 관한 법률 일부개정법률안","PRC_Y1V7Q0S6K2C2S1H4I0B8R3X2M6Z1B7",2007516,"현행법은 중소기업청장이 중소기업 기술개발제품에 대한 성능인증을 할 때에는 공장 심사와 제품 성능검사 등을 수행하도록 하고 이를 시험연구원 등에 대행하게 할 수 있다고 규정하고 있음. 그런데 시험연구원이 성능검사를 수행하는 과정에서 검사를 정당한 사유 없이 지연시키는 등의 사례가 발생하고 있어 중소기업을 보호하기 위해서는 시험연구원의 대행업무 처리에 대한 관리 강화가 필요하다는 의견이 제기되고 있음. 이에 시험연구원의 지정취소 또는 업무정지의 사유에 정당한 사유 없이 검사를 지연한 경우를 추가하려는 것임(안 제17조제2항제4호).",1,"사유 없이, 정당한 사유, 사유, 검사를"
20,"주한미군 공여구역주변지역 등 지원 특별법 일부개정법률안","PRC_X1V7S0O2P0U9Z1Y6T4K7C4I9U5R4X0",2005523,"현행법 제35조제2항에서 “「공유수면관리법」에 의한 공유수면 점·사용료를 감면할 수 있다.”로 규정되어 있으나 「공유수면관리법」은 2010년에 「공유수면 관리 및 매립에 관한 법률」제정과 동시에 폐지되었음. 그러나 여전히 폐지된 법률명이 규정되어 있어 국민들에게 혼란을 줄 우려가 있음. 따라서 “「공유수면관리법」”을 “「공유수면 관리 및 매립에 관한 법률」”로 개정하여 혼란을 없애고자 함(안 제35조제2항).",9,"혼란을, 규정되어, 관리, 관한 법률"
20,"농약관리법 일부개정법률안(대안)","PRC_J1P8H1R1I2V8N1B6G0L0Z5W0S1O5Q3",2017160,"국민생활 및 기업활동과 밀접하게 관련되어 있는 신고 민원의 처리절차를 법령에서 명확하게 규정함으로써 관련 민원의 투명하고 신속한 처리와 일선 행정기관의 적극행정을 유도하기 위하여 수출입식물방제업의 영업신고와 수출입식물방제업 또는 농약 등의 제조업？수입업 등의 폐업신고가 각각 수리가 필요한 신고임을 명시하는 한편 농촌진흥청장이 농약안전정보시스템을 구축·운영하여 올바른 농약 판매 및 사용을 유도하고 농약의 유통 및 구매에 대한 이력관리를 통해 농산물의 안전성 등을 확보하려는 것임. 대안의 주요내용 가. 수출입식물방제업의 영업신고와 수출입식물방제업 또는 농약 등의 제조업？수입업 등의 폐업신고가 각각 수리가 필요한 신고임을 명시함(안 제3조의2제2항 신설 및 안 제6조제3항 신설). 나. 농약의 제조업자·수입업자·판매업자·수출입식물방제업자는 농약등을 판매한 경우 농약의 구매정보 등을 전자적으로 기록 및 보존하고 농촌진흥청장에게 제공하여야 함(안 제23조의2). 다. 농촌진흥청장은 농약의 제조업·수입업·판매업·수출입식물방제업의 등록 또는 신고와 관련된 정보 수집 및 관리 등의 업무를 수행하기 위하여 농약안전정보시스템을 구축·운영하도록 함(안 제23조의3 신설).",1,"제조업, 등의, 수리가, 필요한 신고임을"
20,"화물자동차 운수사업법 일부개정법률안(대안)","PRC_F1J8B0C3U1C6R1Q7R1U4U5A8D3Y2J7",2012765,"화물차주에 대한 적정한 운임의 보장을 통하여 과로 과속 과적 운행을 방지하는 등 교통안전을 확보하기 위하여 화물자동차 안전운송원가 및 화물자동차 안전운임제도를 도입하되 안전운임제도는 3년간 한시적으로 시행하고 위ㆍ수탁차주의 권리보호를 강화하기 위하여 표준 위ㆍ수탁계약서를 우선적으로 사용하도록 하며 전자상거래 확산 유통ㆍIT 등 산업간 융복합 등 세계적인 물류시장 환경변화에 대응하기 위하여 업종을 개편하고 각종 규제를 완화하며 영세 차주 및 사업자를 지원하도록 함. 주요내용 가. 국토교통부장관은 화주 운송사업자 등이 화물운송의 운임을 산정할 때에 참고할 수 있도록 특정 운송품목에 대하여 화물자동차 안전운송원가를 공표하도록 함(안 제2조제11호 제5조의2부터 제5조의4까지 신설). 나. 국토교통부장관은 수출입 컨테이너 및 시멘트에 대하여 화물자동차 안전운임을 공표하여야 하고 화물자동차 안전운임보다 적은 운임을 지급한 자에 대하여는 과태료를 부과하도록 하되 3년간 한시적으로 시행하며 유효기간 만료 1년 이전에 그 시행결과를 분석하여 연장 필요성 등을 국회 소관 상임위원회에 보고하도록 함(안 제2조제12호ㆍ제13호 제5조의2부터 제5조의8까지 제62조의2 제67조제1호의2 제70조제1항제3호 부칙 제2조 신설). 다. 이사화물운송주선사업의 범위에 포장 등 부대 서비스의 포함 근거를 법률로 상향 규정함(안 제2조제4호 제24조제5항 삭제). 라. 화물자동차 운송사업의 종류를 일반화물자동차 운송사업과 개인화물자동차 운송사업으로 구분함(안 제3조제1항). 마. 화물자동차 운수사업자의 부담을 완화하기 위하여 자본금 또는 자산평가액의 기준을 삭제함(안 제3조제7항제2호 제24조제6항제2호 및 제29조제3항제2호). 바. 화물자동차 운송가맹사업의 활성화를 위하여 화물자동차 운송가맹점 간 주선금지 의무를 폐지하고 화물자동차 운송가맹점 차량이 둘 이상의 화물자동차 운송가맹사업자에 가입할 수 있도록 하며 운송가맹점으로 가입한 경우 운송사업자의 운송가맹사업자 상호로의 변경 의무를 폐지함(안 제11조제9항부터 제12항까지 제26조제5항 삭제). 사. 국토교통부장관은 건전한 거래질서의 확립과 공정한 계약의 정착을 위하여 운송사업자와 위？수탁차주가 위？수탁계약을 체결하는 경우 표준 위ㆍ수탁계약서를 우선적으로 사용하도록 권고할 수 있도록 함(안 제40조제4항 후단). 아. 운송사업자의 일방적인 위ㆍ수탁계약 해지를 방지하기 위하여 현재 6년까지 보장되는 위ㆍ수탁계약 갱신청구권을 6년 이후에도 보장하도록 하되 위ㆍ수탁차주의 6회 이상 위ㆍ수탁료 미납 등 운송사업자가 계약갱신을 거절할 수 있는 사유를 별도로 규정함(안 제40조의2제1항). 자. 영세사업자의 공동사업을 지원하기 위하여 협동조합에게 공영차고지의 운영을 위탁 또는 임대할 수 있도록 하고 공영차고지의 충분한 확보를 위하여 공영차고지의 설치주체에 공공기관 또는 지방공사를 포함함(안 제2조제9호 및 제45조). 차. 자동차등록번호판이 훼손되거나 차량 본거지가 변경됨에 따라 등록번호판의 부착 및 교체가 필요함에도 불구하고 운송사업자가 등록번호판의 교체 등을 거부할 경우 2년 이하의 징역 또는 2천만원 이하의 벌금형에 처하도록 함(안 제67조제3호의2 신설 제70조제2항제7호).",2,"화물자동차, 위하여, 국토교통부장관은, 운송사업자가"
20,"자본시장과 금융투자업에 관한 법률 일부개정법률안(대안)","PRC_Z1I8Y1V1E2F7S1J3F3B4R4I4Q3D6U7",2017151,"1. 기존에는 금융상품의 약관 제？개정 시 사전 신고를 원칙으로 하고 있으나 최근 금융업 성장에 따라 약관 심사 신청이 급증 추세인 반면에 인적 자원의 한계 등으로 심사가 지연되어 소비자에게 고도화된 금융서비스를 적시에 제공하지 못하는 문제가 있으며 일단 사전심사를 통과한 후에는 금융회사의 책임을 묻는데 한계가 있었음. 이에 사전신고제를 원칙적으로 폐지하여 사후보고제로 전환하되 소비자 권익에 중대한 영향을 미치는 경우 등에는 사전신고를 하도록 하여 금융산업의 경쟁력을 강화하는 동시에 소비자 권익을 보호하려는 것임. 또한 국민생활 및 기업활동과 밀접하게 관련되어 있는 신고 민원의 처리절차를 법령에서 명확하게 규정함으로써 관련 민원의 투명하고 신속한 처리와 일선 행정기관의 적극행정을 유도하기 위하여 약관 또는 표준약관의 제정 또는 변경 신고가 수리가 필요한 신고임을 명시하려는 것임. 한편 유사투자자문업자의 불법？불건전 영업행위로 인한 투자자 피해 발생을 방지하고 유사투자자문업자의 건전한 영업행위를 유도하기 위해 유사투자자문업자 신고에 대한 결격요건을 마련하며 불건전 영업 방지 교육을 사전에 의무적으로 받도록 하고 편법적 영업행위에 대해 신고사항을 직권으로 말소할 수 있도록 하는 한편 자료제출 요구 거부 또는 미신고 유사투자자문행위 등에 대한 제재를 강화하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선？보완하려는 것임. 3. 대안의 주요내용 가. 금융투자업자의 약관 제정？변경 방식을 원칙적으로 사전신고에서 사후보고로 전환하고 7일 이내에 금융위원회 및 협회에 보고하도록 하되 투자자의 권리나 의무에 중대한 영향을 미칠 우려가 있는 경우 미리 금융위원회에 신고하도록 함(안 제56조제1항) 나. 금융위원회가 금융투자업자의 약관 또는 금융투자협회의 표준약관 관련 신고를 받은 경우 그 내용을 검토하여 적법한 경우 신고를 수리하도록 명시함(안 제56조제5항 신설) 다. 유사투자자문업자의 결격요건 신고의 유효기간 교육수료 의무 등을 신설하고 유사투자자문업자의 위법한 영업행위에 대한 직권말소의 근거를 마련하며 제재수준을 강화함(안 제101조 제446조 및 제449조)",2,"신고를, 소비자, 중대한 영향을, 제정"
20,"제2연평해전 전사자 보상에 관한 특별법안(대안)","PRC_Y1H7Y1Z2B1M2E1W3Y1A7S4A5Y6P3L1",2010970,"제2연평해전 발생을 계기로 ‘전사자’에 대한 낮은 보상 수준을 해결하기 위하여 2004년 1월에 「군인연금법」에 ‘전사’ 보상 기준을 신설하였으나 연금급여의 소급지급이 원칙적으로 금지되어 제2연평해전 전사자는 ‘전사’ 기준이 아닌 ‘일반 순직’ 기준의 보상금을 받았음. 이에 제2연평해전 전사자의 유족에게 「군인연금법」에 따른 ‘전사’기준에 상당하는 금액을 보상금으로 지급하도록 특별법을 제정하려는 것임. 대안의 주요내용 가. 제2연평해전 전사자에게 그 당시 공무원 전체의 기준소득월액 평균액의 10분의 577에 상당하는 금액을 이 법 시행일 기준의 현재 가치로 환산한 금액을 보상금으로 지급하되 다른 법령에 따라 이미 보상금과 같은 종류의 급여를 받은 경우에는 해당 급여에 해당하는 금액은 공제하도록 함(안 제3조). 나. 유족이 보상금을 지급받고자 하는 때에는 국방부장관에게 신청하도록 하고(안 제4조) 국방부장관은 지급신청을 받은 날부터 60일 이내에 보상금 지급 금액을 결정하여 통보하도록 함(안 제5조) 다. 보상금에 대하여 국세 및 지방세를 부과하지 않도록 함(안 제8조) 라. 보상금 지급 신청기간을 이 법 시행일부터 5년 이내에 하도록 함(안 제10조)",0,"금액을, 상당하는, 보상금을, 보상금"
20,"산지관리법 일부개정법률안(대안)","PRC_H1V7R1P2J0Q1U1W0H2O3P3G3R0O2P8",2012206,"1. 산지경관에 대한 정의를 신설하고 기본계획 등에 산지경관 관리에 관한 사항을 포함하여 산지경관을 체계적？계획적으로 관리하는 한편 대체산림자원조성비 감면대상에 대한 사후관리제도를 도입하고 대체산림자원조성비를 납부하지 않은 경우 등에는 산림청장등이 관계 행정기관의 장에게 그 목적사업에 관련된 승인·허가 등의 취소를 요청할 수 있도록 규정하여 대체산림자원조성비 미납액 해소 방안을 마련하며 대체산림자원조성비가 감면되는 용도에서 감면되지 않거나 감면비율이 낮은 용도로 변경하려는 경우 산림청장등의 승인을 받도록 하는 등 운영상 미비점을 개선·보완하려는 것임. 2. 대안의 주요내용 가. “산지경관”을 산세 및 산줄기 등의 지형적 특징과 산지에 부속된 자연 및 인공요소가 어우러져 심미적？생태적 가치를 지니며 자연과 인공의 조화를 통하여 형성되는 경치로 정의하고 산지전용허가기준 등에서 ‘자연경관’을 ‘산지경관’으로 용어 변경함(안 제2조제6호 신설 및 제18조제1항제8호). 나. 산지관리기본계획 및 지역계획의 내용에 산지경관 관리에 관한 사항을 기본계획 수립？변경 시 산지기본조사 대상에는 전국 산지경관 특성 현황을 각각 포함하도록 함(안 제3조의3제1항제2호의2 및 제3조의4제1항제1호의2 신설). 다. 산림청장등은 국가 등이 공용의 목적으로 산지전용 등을 하는 경우에 중앙산지관리위원회의 심의를 거쳐 대체산림자원조성비를 감면하거나 감면기간을 연장할 수 있도록 하고 대체산림조성비의 감면대상·비율 및 감면기간 등에 필요한 사항은 대통령령으로 정함(안 제19조제5항·제6항 및 제7항). 라. 제42조에 따라 복구준공검사를 받은 경우에는 대체산림자원조성비를 환급하지 않도록 하되 대체산림자원조성비를 잘못 산정하였거나 부과금액이 잘못 기재된 경우 또는 부과대상이 아닌 것에 대해 부과된 경우는 환급하도록 함(안 제19조의2제2항 본문 및 단서 신설). 마. 산림청장등은 다른 법률에 따라 산지전용허가 등이 의제되는 행정처분을 받은 자가 대체산림자원조성비를 납부하지 않은 경우 등에는 관계 행정기관의 장에게 그 목적사업에 관련된 승인？허가 등의 취소를 요청할 수 있도록 함(안 제20조제3항 신설). 사. 대체산림자원조성비가 감면되는 용도에서 감면되지 않거나 감면비율이 낮은 용도로 변경하려는 경우 산림청장등의 승인을 받도록 함(안 제21조제1항제1호 후단 신설).",2,"행정기관의 장에게, 기본계획, 허가, 않은 경우"
20,"학교안전사고 예방 및 보상에 관한 법률 일부개정법률안(대안)","PRC_D1V8S1Y1T1G4L2W2F5E4U5R1B4G2Y4",2016889,"「질서위반행위규제법」과 중복？상충되는 현행법의 과태료 부과？징수에 관한 절차 규정을 삭제하여 현장 혼란을 방지하고 일본식 표현인 ‘당해’ 및 ‘계리’를 보다 알기 쉬운 우리말인 ‘해당’ 및 ‘회계처리’로 각각 변경하며 학교안전공제회？학교안전공제중앙회와 유사한 명칭을 사용한 자에 대한 과태료 금액을 상향 조정함으로써 처벌을 강화하고 다른 법률과의 형평성을 기하고자 함.",1,"과태료, 회계처리, 부과 징수에, 삭제하여"
20,"전통시장 및 상점가 육성을 위한 특별법 일부개정법률안(대안)","PRC_Z1J8L0S3C1W9L1I8E4J7X5C9P7T8Z4",2014545,"전통시장의 화재？가스 폭발 등 대형 재난을 사전에 방지하기 위해 시장？군수？구청장이 전기？가스？화재 등의 안전시설물에 대한 관리 및 개선 기본 계획을 수립토록 하고 전통시장 시설현대화사업의 실질적이고 합리적 지원과 사업 예산의 실집행률을 높이기 위해 시설현대화사업 우선 지원 대상 선정 요건을 현행법에 구체적으로 명시하는 한편 정부와 지방자치단체가 전통시장 안전시설물에 대한 안전 점검을 의무적으로 실시토록 함. 3. 대안의 주요내용 가. 시장？군수？구청장이 수립？시행하는 지역추진계획에 시장 및 상점가의 안전시설물 관리 및 개선에 관한 사항을 추가함(안 제7조). 나. 전통시장 시설현대화사업의 우선 지원 대상 선정 요건을 구체적으로 명시하고 정부와 지방자치단체가 전통시장 안전시설물에 대한 안전 점검을 의무적으로 실시토록 함(안 제20조 및 제20조의2).",1,"시장, 구청장이, 군수 구청장이, 우선"
20,"피후견인 결격조항 정비를 위한 3개 법률의 일부개정에 관한 법률안","ARC_U1B9M1H2F0Z2B1H6B2D4Y4M7L0G3P1",2024142,"현행 피후견인 결격조항은 정신적 제약의 정도나 행위능력의 제한 범위와 상관없이 피후견인에 해당하기만 하면 임원의 선임 등에서 피후견인을 배제시키고 있는바 이는 피후견인의 잔존 행위능력을 인정하여 행위능력의 획일적ㆍ포괄적 배제에서 개별적ㆍ한정적 제한으로 전환하려는 성년후견 제도의 취지와 모순되고 직무수행능력이 인정되는 피후견인의 직업의 자유를 과도하게 제한하는 문제가 있으므로 재외동포재단 임원의 결격사유에서 피한정후견인을 삭제하는 등 「재외동포재단법」 등 3개 법률에 따른 임원의 결격사유에서 피후견인을 삭제하여 성년후견 제도의 활성화를 도모하고 직무수행능력이 인정되는 피후견인의 기본권 보장을 강화하려는 것임. ※ 피후견인(피한정후견인ㆍ피성년후견인): 질병 장애 노령 그 밖의 사유로 인한 정신적 제약으로 사무를 처리할 능력이 부족하거나 결여된 사람으로서 본인ㆍ배우자 등의 청구에 의해 가정법원으로부터 한정후견개시 또는 성년후견개시의 심판을 받은 사람을 말함(「민법」 제9조ㆍ제12조).",3,"임원의, 결격사유에서, 정신적, 성년후견"
20,"의료법 일부개정법률안(대안)","PRC_L1F9Z0Z3C2L6Q1K3M5W6Q1R8K7O5K2",2019601,"의료인을 폭행한 죄를 범하여 사람을 상해에 이르게 한 경우에는 7년 이하의 징역 또는 1천만원 이상 7천만원 이하 벌금에 처하고 중상해에 이르게 한 경우에는 3년 이상 10년 이하 징역에 처하며 사망에 이르게 한 경우에는 무기 또는 5년 이상의 징역에 처하도록 하여 의료인을 폭행한 죄에 대한 처벌을 강화하고 의료기관이 보건복지부령으로 정하는 바에 따라 의료인 및 환자 안전을 위한 보안장비를 설치하고 보안인력을 배치하도록 하며 의료기관의 수술실 분만실 중환자실 등 감염관리가 필요한 시설에 대하여 보건복지부령으로 출입 기준을 마련하도록 하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선ㆍ보완하려는 것임. 주요내용 가. 조산사과 조산원의 정의 중 “임부(姙婦)ㆍ해산부(解産婦)ㆍ산욕부(産褥婦)”를 “임산부”로 정비함(안 제2조제2항제4호 및 제3조제2항제2호). 나. 보건복지부령으로 수술실 등 감염관리가 필요한 시설의 출입 기준을 정하고 의료기관이 이를 준수하도록 함(안 제36조제10호). 다. 의료기관이 보건복지부령으로 정하는 바에 따라 의료인 및 환자 안전을 위한 보안장비를 설치하고 보안인력을 배치하도록 함(안 제36조제11호). 라. 의료기관의 장이 감염병의 예방을 위하여 해당 의료기관에 소속된 의료인 및 의료기관 종사자에게 정기적으로 교육을 실시하도록 함(안 제47조). 마. 의료인을 폭행한 죄를 범하여 사람을 상해에 이르게 한 경우에는 7년 이하의 징역 또는 1천만원 이상 7천만원 이하 벌금에 처하고 중상해에 이르게 한 경우에는 3년 이상 10년 이하 징역에 처하며 사망에 이르게 한 경우에는 무기 또는 5년 이상의 징역에 처하도록 함(안 제87조제1항).",3,"징역에, 이상 이하, 보건복지부령으로, 이하"
20,"제대군인지원에 관한 법률 일부개정법률안","PRC_X1E7F0E9F0D1V1Z5Q5S2A1O8I2G0X1",2008970,"현행법은 「형법」 제288조 및 제289조에 따른 약취 유인이나 인신매매의 범죄를 하여 금고 1년 이상의 실형을 선고받고 그 형이 확정된 자에 대해서는 이 법 적용 대상에서 제외하고 있는데 결혼을 목적으로 한 동일한 범죄에 대해서는 적용 대상에 포함하고 있음. 그러나 약취 유인이나 인신매매의 범죄는 반사회적 중대범죄에 해당하고 변화한 사회적 인식을 감안하면 결혼을 목적으로 그 죄를 범한 경우에도 동일하게 이 법 적용 대상에서 배제시켜야 한다는 지적이 있음. 이에 결혼을 목적으로 약취 유인이나 인신매매의 죄를 범한 자의 경우에도 이 법의 적용 대상에서 제외하려는 것임(안 제25조제1항제3호가목).",7,"적용, 적용 대상에서, 약취 유인이나, 결혼을 목적으로"
20,"노인복지법 일부개정법률안","PRC_D1V6D1V1L1Q6O1W6R2L8O5R9Q4M2G7",2003623,"현행법에 따르면 노인학대행위를 한 사람에게 노인보호전문기관의 장이 상담·교육 및 심리적 치료 등을 지원받을 것을 권고하도록 하여 재발을 방지하고 학대행위자와 피해노인의 정상적 관계회복을 도모하고 있으나 그 이행과 실효성이 담보되지 않아 한계가 발생하고 있음. 또한 학대피해노인에 대한 보호강화를 위하여 학대피해노인을 임시적으로 보호하고 신체적·정신적 상담을 제공하기 위한 학대피해노인 전용쉼터를 운영하고 있으나 보건복지부의 지침인 사업안내로 이를 운영하고 있어 사업의 안정적 운영이 어려운 상황임. 이에 노인학대행위자에게 노인학대관련 심리치료 등의 권고가 있는 경우 이를 성실히 이행하도록 하고 예산지원 등의 근거를 마련하는 한편 학대피해노인 전용쉼터에 관한 법률적 근거를 마련하여 노인학대를 예방하고 학대피해노인을 보호하려는 것임(안 제39조의16 및 제39조의19 신설).",1,"운영하고, 있으나, 근거를, 이를"
