age,title,bill_id,bill_number,content,card_news_content
20,수도권매립지관리공사의 설립 및 운영 등에 관한 법률 일부개정법률안,PRC_K1U7A0B7L1F0R1P8R0Z8O4J4Q1M2H1,2007891,행정법규 위반 행정형벌의 법정형 편차를 조정함,"행정벌, 과태료 부과 더욱 공정하게!"
20,금융회사부실자산 등의 효율적 처리 및 한국자산관리공사의 설립에 관한 법률 일부개정법률안,PRC_Z1I9M0C8R2J2Z1Q4D3B5U4C3H8J2Q0,2023248,한국자산관리공사 설립 관련 법률을 개정하고 법정자본금을 증액하며 의사결정체계를 효율화함,"국민재산 지킴이, KAMCO 더 강해졌다!"
20,특정 범죄자에 대한 보호관찰 및 전자장치 부착 등에 관한 법률 일부개정법률안,PRC_D1Z6V1N2U1N3V1C4D2A4X1C8V2S0U1,2004340,장애인 아동청소년 간음추행죄를 전자장치 부착명령 대상 성폭력범죄에 추가하고 피부착명령자 출소 후 전자장치 부착 절차를 개선함,아이들 지켜요! 전자장치 부착으로 안전 강화!
20,국민영양관리법 일부개정법률안,PRC_E1S8I0K6K2Q9J0I9O2V5S5Y3Y2N6Q5,2014087,영양사 결격사유 기준일을 국가시험 시행일로 명시함,영양사 자격시험 합격!  국가시험 날짜로 기준 확정!
20,소방산업의 진흥에 관한 법률 일부개정법률안(대안),PRC_N1Y8M0N1C1X0O1E4B3D9G5N4Y3H8F9,2012019,소방장비 표준화 업무 추진 및 관리 감독을 강화함,안전한 우리 동네! 소방장비 표준화로 더 안전하게!
20,인사청문회법 일부개정법률안,PRC_A1C8A1T0O3L1W1F7G3M4F5G6V0V5F4,2016203,법률 용어를 개선함,"법률 용어, 이제 쉽게 이해하세요!"
20,장애인복지법 일부개정법률안(대안),PRC_D1A8V0I2R2D2O1K1M3M7D2U3S3K5X7,2013782,한국장애인개발원 설립 근거 및 사업 범위를 법률에 명시하여 사업 수행 체계를 강화함,장애인 지원 더욱 강화!  든든한 한국장애인개발원!
20,벤처기업육성에 관한 특별조치법 일부개정법률안(대안),PRC_V1A9V0M3Y2P9N0J9X2P5A4O0K6E1D2,2019585,벤처기업 지원제외 업종 예시와 확인 수수료 부담 규정을 법률에 명시함,벤처 지원 확대!  투명한 기준으로 더 많은 기회!
20,보훈보상대상자 지원에 관한 법률 일부개정법률안,PRC_E1Z8Y0T2W0J7P1F5G3F2O3O2Z3E2Q5,2011812,보훈재가복지서비스 지원 근거를 신설함,"보훈대상자, 더 나은 복지서비스 지원!"
20,국회법 일부개정법률안(대안),PRC_X1I6V1E1Z2Y3N1K6J4U2A0Y7N4K4E6,2004001,국회 운영 효율성을 높이고 국민 기본권 보호를 강화함,"국회가 더 효율적으로, 국민 권리도 UP!"
20,경찰공무원 보건안전 및 복지 기본법 일부개정법률안,PRC_R1O6D1O1H1R8Y1R7M5F5F1J4N0T0R5,2003732,위험직무 수행 중 부상당한 경찰공무원 지원을 강화함,"위험 뚫고 지켜주는 경찰,  든든한 지원으로 응원합니다!"
20,공사중단 장기방치 건축물의 정비 등에 관한 특별조치법 일부개정법률안,PRC_J1W8Q0T2V1L4D1M5M3D5T4C3R4O3M9,2011977,공사중단 장기방치 건축물 정비 위탁기관 임직원에 대한 뇌물죄 적용 시 공무원으로 의제하는 규정을 신설함,"부패 없는 건축 환경!  뇌물수수, 더 이상 용납 못해!"
20,개발제한구역의 지정 및 관리에 관한 특별조치법 일부개정법률안(대안),PRC_O1W9L0Y7D1W1X1L3A1L9Q5A1U5J7E7,2021784,개발제한구역 관리 및 보전에 관한 법률 일부를 개정하여 훼손지 정비사업 기준을 완화하고 관련 부담금 면제 및 수수료 지급 근거를 마련함,"훼손된 개발제한구역, 이젠 깨끗하게 복구!  지원금 팡팡!"
20,물류시설의 개발 및 운영에 관한 법률 일부개정법률안(대안),PRC_Q1C9J1T2I0S5X1I8G4T4Y5P2Q0W0P0,2024711,스마트물류센터 인증제도를 신설하고 물류단지 지정절차를 개선함,"스마트 물류, 더 빨라지고 편해져요!"
20,해수욕장의 이용 및 관리에 관한 법률 일부개정법률안,PRC_J1Z9H1U0C2K4X1N7C4B9T2G7S6Z6V0,2023005,해수욕장 유해생물 출현 시 문자 메시지 등을 통한 신속한 알림체계를 마련함,"해수욕장 안전, 문자 알림으로 UP!"
20,특정 범죄자에 대한 보호관찰 및 전자장치 부착 등에 관한 법률 일부개정법률안,PRC_J1Z7B1I2Z2B0L1A4P4D9W1X7L6R7O4,2010924,전자장치 소급 부착명령 시효 계산 및 정지 기준을 개선함,"전자장치 부착, 불합리한 부분 개선!  시민 권익 UP!"
20,특정 범죄자에 대한 보호관찰 및 전자장치 부착 등에 관한 법률 일부개정법률안(대안),PRC_C1H7Y1M1B2S0T1T6P3G5R3M0O3K5E7,2010379,전자장치 부착 및 보호관찰 제도를 개선함,"전자장치, 보호관찰 더욱 안전하게!"
20,전통시장 및 상점가 육성을 위한 특별법 일부개정법률안(대안),PRC_P1N9K1O1A2K1B1O8X5Z1I2P5Q2I3S7,2023998,온누리상품권 유통질서 및 전통시장 안전성 강화와 골목형 상점가 지원 근거를 신설함,온누리상품권으로 전통시장 활력 UP!
20,국립대학치과병원 설치법 일부개정법률안,PRC_T1X8B0H3N2D3R1Y8Z1G7U1R3U1N7D7,2012650,과태료 부과 기준을 현실화하여 처벌을 강화함,"과태료 부과, 이제 더욱 엄격하게!  불법행위 근절!"
20,수상에서의 수색·구조 등에 관한 법률 일부개정법률안,PRC_B1H7Q0T1C0X2S1O1B0X0A2N7B2W7O6,2004904,벌금액을 징역 1년당 1천만원 비율로 개정함,"벌금, 징역 1년에 1천만 원!  훨씬 공정해졌어요!"
20,해양조사와 해양정보 활용에 관한 법률안,ARC_V1X7F0U5E1L0P1Z6H5C3G2G1I8G8H6,2006850,해양조사 및 정보관리체계를 강화함,"바다를 더 안전하게! 해양 정보, 확실하게 관리!"
20,한강수계 상수원수질개선 및 주민지원 등에 관한 법률 일부개정법률안,PRC_Z1S7V0X3U0H2L1T6T5S4U0S9Z6W2B0,2005948,특정수질유해물질 배출량 줄이기 계획 제출 및 이행 규정을 삭제함,물 환경 개선!  규제 완화로 기업 부담 덜어드려요!
20,소방기본법 일부개정법률안,PRC_S1U8L0F4Y0F4Q1F6K2U5V4A6V4N2L0,2012888,소방청과 시도소방청의 임무와 관계를 명확히 하고 지방소방공무원 국가직 전환에 따른 소방 조직 규정을 신설함,소방관 국가직 전환! 안전한 대한민국!
20,상호저축은행법 일부개정법률안,PRC_E1M8W0X2J2D8P1A7E0C1X1A9D3W1J9,2012236,상호저축은행 금리인하요구권 고지 의무를 신설하고 위반 시 과태료를 부과함,"내 계좌 금리, 이젠 맘대로 낮춰달라 할 수 있어요!"
20,성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안,PRC_W1Z7H1K2T0Q1A1R7A2O5V3K5O2O6C8,2010570,시도지사의 성폭력 예방교육 지원기관 설치 운영 근거를 마련함,"성폭력 예방, 시도지사가 함께 합니다!"
20,관광기본법 일부개정법률안(대안),PRC_F1T7R0M9O2V7V1G7C3Q4O0T2D6O6P5,2010062,국가관광전략회의 설치 및 관광진흥 기본계획 수립 절차를 마련함,"대한민국 관광, 더욱 빛나게! ✨"
20,여객자동차 운수사업법 일부개정법률안,ARC_E1I6M1Z2I3S0Z1I8B1W0H4X3V8J4J8,2004878,인허가 신고 처리절차를 명확히 규정하고 처리기간 내 통지 의무를 부여하여 신속한 민원 처리를 추진함,"민원 처리, 이젠 더 빨라졌어요!"
20,물류정책기본법 일부개정법률안,PRC_O1G6L1L0A2Z7U1O8A5E6R0C3D6Q8D1,2002975,위험물질 운송차량 통합 관리센터 설치 및 운영체계를 신설함,"위험물질 안전 운송, 이젠 걱정 끝!"
20,어촌·어항법 일부개정법률안,PRC_C1Q7T0W8I0C4F1V5X4L4Q0X4B1K7K0,2008391,한국어촌어항협회의 명칭을 한국어촌어항공단으로 변경하고 재단법인 규정을 준용하여 공공성 및 책임성을 강화함,"어촌어항, 더 투명하고 효율적으로!  공단으로 거듭납니다!"
20,수자원의 조사ㆍ계획 및 관리에 관한 법률 일부개정법률안(대안),PRC_O1L9J0O7I1D7J1C0L4Z8J3P7F8U2D6,2023122,수문조사기본계획 재검토 근거를 명확히 하고 위원회 민간위원의 책임성을 강화함,"수문조사, 더 투명하고 정확하게! 시민 안전 UP!"
20,자본시장과 금융투자업에 관한 법률 일부개정법률안(대안),PRC_D1X7B0J9P2O1B1V4V4R9G0F4O2K7O2,2009692,자본시장법상 투자자 보호 및 온라인 소액투자 활성화를 위한 규제를 개선함,"소액투자, 더 쉽고 안전하게!  투자자 보호 강화!"
20,형사소송법 일부개정법률안(대안),PRC_Y1E9H1O1N2W2K1Z9I5C1T5N0M7J1U5,2023978,형사소송법상 영장주의 및 재판청구권 보장을 위한 규정을 개선함,"국민의 권리 보호, 더욱 강화됩니다!"
20,고등교육법 일부개정법률안(대안),PRC_K1O9O0T8I2B3T1K3S0J5D2G8P5I7A2,2023243,대학 등록금 분할납부 제도를 신설하고 입학금을 폐지함,대학 등록금 걱정 끝! 분할납부&입학금 폐지!
20,산림복지 진흥에 관한 법률 일부개정법률안(대안),PRC_D1T9R1J1N2M0W1Y6A3O8M2M6F8Q8S8,2024715,산림복지진흥원 여성 임직원 인사위원회 설치 근거를 신설하고 과태료 상한액을 세분화함,"산림복지, 여성 직원 위한 변화! 더 공정하고 투명하게!"
20,경륜·경정법 일부개정법률안,PRC_P1N7H0T9G1A5W1L6M5S2C3Y6X1D8W7,2009429,경륜경정 수익금 사용 관련 규정을 개선함,"경륜경정, 이제 더 투명하게!  시민 위한  변화!"
20,재난 및 안전관리 기본법 일부개정법률안(대안),PRC_B1T9B0U3T0Z8J1R1I3M4T2N4H6N8D9,2019158,사회재난에 미세먼지 피해를 명시적으로 규정함으로써 미세먼지 재난관리체계를 강화함,"미세먼지, 이젠 재난!  철저한 관리로 안전 확보!"
20,아시아문화중심도시 조성에 관한 특별법 일부개정법률안,PRC_A1E7M0B1K0B2K0G9K3Z1C2U0Z5O7M8,2004897,법률 용어를 국민이 이해하기 쉽도록 개선함,쉬운 법률 용어로 바뀌었어요! 이젠 더 편하게 이해하세요!
20,결혼중개업의 관리에 관한 법률 일부개정법률안,PRC_O1K7U0M8H1I1G1T7B4M3Z0M8R5I8J1,2008505,국내결혼중개업체 등록현황 공시대상을 추가함,"결혼중개업체 정보, 이젠 투명하게!"
20,제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법 일부개정법률안(대안),PRC_Y1Q9V0V6Y2R6K1X7Q1P7F2Z2K9P6B1,2023892,제주특별자치도의 자치권을 확대하고 환경을 보호하는 내용의 제도 개선을 추진함,"제주자치, 더 강해지고 환경도 UP!"
20,노인장기요양보험법 일부개정법률안(대안),PRC_H1M9Y0S3G2S6O2H0Q0G1X1V4T8L9L3,2019610,장기요양 수급자 권익 보호 및 장기요양기관 관리체계를 강화함,"어르신 존중!  장기요양, 더 안전하고 편하게!"
20,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안(대안),PRC_C1S8U0S7E2S4D1E3L0R9I3L7T2B2V2,2015680,대규모유통업자 범위에 상품 매출액 연동 임대사업자를 포함하고 납품업자의 조사협조를 보복조치 원인행위로 신설하며 3배 배상제도를 마련함,"대형마트 불공정행위, 이제 3배로 벌금!"
20,한국해운조합법 일부개정법률안,PRC_M1D9U0G5M1E6O1T5B5K7B3X5H0P8U8,2020473,해운조합의 신용사업을 신설하고 준조합원 제도를 마련함,해운조합 신용사업 시작!  든든한 지원으로 함께 성장!
20,농어업인의 안전보험 및 안전재해예방에 관한 법률 일부개정법률안,PRC_C1U9L1G1Z0Q6F1L4T4X2X1X7W5C8R2,2023629,법률 용어를 한글화하여 국민의 법 이해도를 높임함,"쉬운 법률 용어로 바꿔드려요! 이제 법, 더 쉽게 이해하세요!"
20,주택임대차보호법 일부개정법률안(대안),PRC_A2H0U0K5O1Z9A1K9G4N7I5W0E2O3E3,2024934,묵시적 계약갱신 거절 통지기간을 단축하고 주택임대차분쟁조정절차를 개선함,"전세 계약 갱신, 더 쉽고 편하게!"
20,동물보호법 일부개정법률안(대안),PRC_Q1Z8M1X1O2B8F1B7K0L8P2O5H7R4U6,2017179,동물장묘시설 설치 기준을 강화하고 공설 동물장묘시설 설치 근거를 마련함,"반려동물, 더 행복한 마지막!  쾌적한 장묘시설 확대!"
20,보건범죄 단속에 관한 특별조치법 일부개정법률안,PRC_Q1C7M0G8W0D9P1S7T2F9D2U8F3E3P7,2008457,보건범죄 단속에 관한 특별조치법의 가중처벌 대상에 무등록 식품제조가공업자 등을 추가함,"불법 식품, 더 이상 NO!  국민 건강 지킴이!"
20,국민건강보험법 일부개정법률안(대안),PRC_U1M8N0A2Q2Y2M1W4Y0C0O5A7N7S1R1,2012260,리베이트 약제 제재 및 희귀필수의약품센터 명칭 변경 등을 반영하고 건강보험료 체납자에게 압류제외 및 분할납부 정보를 고지하는 제도를 개선함,"약값 부담 덜고, 체납 걱정 뚝! 건강보험 더 편리하게!"
20,중소기업제품 구매촉진 및 판로지원에 관한 법률 일부개정법률안(대안),PRC_P1Z7Z0L2U2Y1P1V3U3R7O0O7G3P4I6,2005907,공공기관 범위를 확대하고 중소기업제품 우선구매 제도를 강화함,중소기업 제품 더 많이 만나요! 👍
20,산업집적활성화 및 공장설립에 관한 법률 일부개정법률안,PRC_D1R7E1J1D0G1U1P5Z5Z0Q5I3S7K3O9,2009974,한국산업단지공단에 산학협력 촉진 기능을 추가하고 산하기관 설치 운영 근거를 마련함,"산학협력 팡!  혁신 기술, 쑥쑥!"
20,정보통신공사업법 일부개정법률안(대안),PRC_M1T7O1K1I2X9L1W8I5J5O4N7I3P0X0,2011654,정보통신공사업 관리감독을 강화함,안전한 통신 환경 조성! 관리감독 강화!
20,조달사업에 관한 법률 일부개정법률안,PRC_H1J6H0J7G2V5O1O3C3B4O2Z7G7U3P8,2001140,공공조달시장 불공정행위 조사 근거를 명확히 하고 신고포상금 제도를 신설함,공공조달 투명하게! 신고하면 포상금 드려요!
20,형의 집행 및 수용자의 처우에 관한 법률 일부개정법률안(대안),PRC_N1I9W0Y4M0O3W1L9Y3T8B5M1U5R6G8,2019576,수용자 처우 개선 및 교정시설 관리 강화를 위한 법률을 제정함,수용자 처우 개선! 더 나은 교정 시스템으로!
20,부가가치세법 일부개정법률안(대안),PRC_P1J7M1L1Z3I0G2U3Q2B0S5A8C4Y8R2,2010555,부가가치세법을 개정하여 면세농산물 의제매입세액 공제율을 상향하고 신탁 관련 규정을 보완하며 세금계산서 발급 범위를 확대하고 가산세율을 상향 조정하는 등 세제 운영을 개선함,농산물 세금 부담 덜어드려요!  공제율 UP!
20,산업집적활성화 및 공장설립에 관한 법률 일부개정법률안,PRC_N1C6V0X9H2K3R1D5X2O8S1L9M8X8F5,2002443,한국자산관리공사의 자산 매입 후 재임대 사업 추진을 위해 산업집적활성화 및 공장설립에 관한 법률을 개선함,"공장 재임대, 쉬워졌어요!  경제 활력 UP!"
20,군인복지기본법 일부개정법률안,PRC_F1A7X0S4D0S6T1Q1Q2P7Z1V6B5K7H6,2006624,군인 주택 우선공급 대상 요건을 무주택세대구성원으로 완화함,"군인 주택, 더 넓어진 혜택!  내 집 마련, 꿈꿔봐요!"
20,5·18민주유공자예우에 관한 법률 일부개정법률안(대안),PRC_M1G7B0O9L2U1T1K4X2Y2K4O3M6J8B1,2009700,518민주유공자 지원 관련 법률을 개정하여 취업 지원 및 주택 우선 공급 근거를 명확히 하고 정보 제공 요청 근거를 마련하며 관련 벌금 규정을 개선함,"518민주유공자, 든든한 지원 확대!  취업·주택 우선 지원!"
20,어선법 일부개정법률안(대안),PRC_Q1D8E1R1E2I8N1X7R4W1A0B3V9R6I7,2017153,어선위치발신장치 작동 의무 어선 범위를 명확히 하고 어선중개업 등록 결격사유 해소 기준을 마련함,"안전한 바다, 확실한 관리! 어선 관리 투명하게!"
20,인성교육진흥법 일부개정법률안,PRC_B1D9K0Q5Q3N1Z1W6Q0J0I1T3N2B7Z7,2020752,인성교육 진흥 사업의 안정적 추진을 위해 전문기관 출연 근거를 신설하고 시도교육감의 인성교육 시행계획 수립 시 의견수렴 방식을 다양화함,"아이들의 바른 인성, 든든하게 키워요!"
20,중소기업진흥에 관한 법률 일부개정법률안,PRC_H1O7H0J1T0X2E2V0E2B9T0Z6Z1H6K8,2004937,벌금액을 징역 1년당 1천만원 비율로 개정하여 형사처벌의 공정성을 확보함,"형사처벌, 이젠 더 공정하게! 벌금액 현실화!"
20,소송촉진 등에 관한 특례법 일부개정법률안,PRC_N1A6E0K9B0R8Q1M5E1Q5F0J7X9S7V0,2002222,유동화회사의 공시송달에 의한 지급명령 특례를 삭제함,유동화회사 지급명령 특례 폐지!  소비자 권리 더 강화!
20,문화예술진흥법 일부개정법률안,PRC_T1B8S0N5O0Q4F1N7T1C7Y3B3K5R5U8,2013455,문화시설 통계 작성 관리 공표 근거를 신설함,"문화시설 정보, 이제는 투명하게!"
20,소비자기본법 일부개정법률안,PRC_O1X7Q1T2X2U9E1Q1P1T8E3U3L5E8W6,2011118,소비자 안전 확보를 위해 한국소비자원의 시료 확보 근거를 신설함,소비자 안전 지킴이! 확실한 시료 확보로 안전 UP!
20,물류정책기본법 일부개정법률안,PRC_N1C7Q0Z9W2W9I1Z0X2S8U3T4T9G4Y0,2009746,물류산업 경쟁력 강화를 위한 정부 지원 근거를 마련함,물류산업 쑥쑥! 정부 지원으로 더 힘차게!
20,부담금관리 기본법 일부개정법률안,PRC_O1S9I0B3Q2Q6D0O9T4G6Y0U7E1N7E1,2019385,부담금운용 평가 결과 이행 계획 및 실적을 종합계획서와 종합보고서에 포함하여 부담금운용 평가제도의 실효성을 제고함,투명한 부담금 운용!  확실한 결과로 돌아옵니다!
20,행정사법 일부개정법률안,ARC_G1G6F0S5N3T1J1Z5C4E7A1N7M8B0J0,2000058,행정사 자격시험 1차 시험을 면제함,행정사 1차 시험 면제!  합격의 길 더 쉽게!
20,각급 법원의 설치와 관할구역에 관한 법률 일부개정법률안,PRC_F1U7F0L9H1L3S1E6R3I4F4L7H6G6J8,2009331,남양주지원 설치 시행일을 2021년 3월 1일로 변경함,"남양주 지원, 3월 1일부터 시작! 더 가까워진 사법 서비스!"
20,조세특례제한법 일부개정법률안,PRC_D1W7L0X6Y0A1W1H4F4U7H5F0I8X0C7,2007172,평창올림픽 관련 국내 기업의 부가가치세 부담을 경감함,"평창올림픽 기업, 세금 부담 덜어드려요!"
20,해양폐기물 및 해양오염퇴적물 관리법안,PRC_P1A7B0T6U0P1M1N5C4H7M3G4R9F3J2,2007173,해양폐기물 및 해양오염퇴적물 관리체계를 독자적으로 구축함,깨끗한 바다를 위한 힘찬 발걸음! 해양환경 보호 강화!
20,지역사랑상품권 이용 활성화에 관한 법률안(대안),PRC_Z2L0T0H4A2R8O1G6W4M9Y4B9U2T4V6,2024914,지역사랑상품권 발행 및 유통에 관한 법적 근거를 마련함,지역경제 활력 UP! 지역상품권 사용하세요!
20,농어촌정비법 일부개정법률안(대안),PRC_I1Y9R0T9T2M0C1H8M0V0G0I5M9E5U4,2023873,농업생산기반정비사업에 환경친화적 요소를 추가하고 환지사 자격 관리를 강화하며 성범죄자의 농어촌민박 운영을 제한하는 법안을 마련함,농촌 환경 지키고 안전까지! 깨끗하고 안전한 농촌 만들기!
20,의료법 일부개정법률안(대안),PRC_G1Q8G0H9L0S7T1M1V1B9Z3J2V7Y7N0,2021753,의료법을 개정하여 의료기관 관련 벌칙과 과징금을 강화하고 대리처방 요건을 완화하며 병상 수급 관리 체계를 마련함,"안전한 의료 환경 조성!  처벌 강화, 진료 편의 UP!"
20,학교폭력예방 및 대책에 관한 법률 일부개정법률안(대안),PRC_R1Q9P0K3T2H5D1E8H0K0Z2U1D7P0D1,2021769,학교폭력대책심의위원회를 교육지원청으로 이관하고 심의기준을 개선하며 행정심판으로 재심 절차를 일원화함,"학교폭력, 더 공정하고 빠르게 해결!"
20,백두대간 보호에 관한 법률 일부개정법률안(대안),PRC_Q2J0Z0Y3X0X3H1N5S5W7Z3C1B2A8L3,2024901,백두대간 보호 및 관리체계를 강화함,"맑고 푸른 백두대간, 더욱 깨끗하게 보호해요!"
20,마약류 관리에 관한 법률 일부개정법률안,PRC_J1D7Z0F6V2F1L1V4E2B4N0Y6Z0X1A8,2007494,임시마약류 지정기준을 법률에 명시하고 위해성에 따라 1군과 2군으로 구분하여 관리하는 제도를 신설함,마약류 관리 강화! 안전한 사회를 위해!
20,농림수산식품투자조합 결성 및 운용에 관한 법률 일부개정법률안(대안),PRC_M1N7W1W1O3X0I1K8V2Z7Z2S2D4J7P3,2011652,농림수산식품투자조합 결성 및 운용 관련 법률을 개정함,농업 투자 더 쉬워져요!  법 개정으로 농가 지원 확대!
20,공직자 등의 병역사항 신고 및 공개에 관한 법률 일부개정법률안(대안),PRC_T1I7B0P9W1X9N1O9U0J6F3L7Y2I3G9,2010073,병역 신고 항목에서 군번을 삭제하고 공직후보자 병역사항 신고 대상을 확대함,병역 신고 간편해지고 투명성 UP!
20,석재산업 진흥에 관한 법률안,PRC_Y1Q6G1R1Y2V8E1X7B3N3Y5W5M6B7Y1,2003908,석재산업 진흥을 위한 법률을 제정함,"대한민국 석재산업, 힘차게 도약!"
20,화물자동차 운수사업법 일부개정법률안,PRC_F1O6M1V0F2D1N1T7L1M1P4V9I5V3G3,2002812,화물차 운전자의 음주운전 재범 방지를 위해 5년간 화물운송 종사자격 취득을 제한함,"음주운전 재범? 5년간 운전 제한! 안전운행, 확실하게!"
20,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 일부개정법률안(대안),PRC_K1J8R1G2X0R5C1A3A3Y4W1H0J2F9D2,2017748,정신의료기관 과징금 상한액을 1억원으로 인상하고 신고 수리 필요 사항을 명시함,"정신건강, 더 안전하게! 과징금 상향으로 환자 보호 강화!"
20,예금자보호법 일부개정법률안,PRC_V1H8M0L1H0T9X1M4E4A6J1V7E8J0W9,2011323,예금보험위원회 의사록에 안건 참석자 발언내용과 표결 결과를 기재하도록 규정함으로써 투명성을 제고함,예금보험 투명하게!  의사록 공개로 더욱 신뢰 UP!
20,정부법무공단법 일부개정법률안,PRC_Q1D8E0J6I2Q9B1D7A5W1Z1Y0P8L4C1,2014149,정부법무공단 비밀누설 벌금을 500만원에서 2000만원으로 상향 조정함,국가정보 유출 NO! 벌금 2천만원으로 강화!
20,공사중단 장기방치 건축물의 정비 등에 관한 특별조치법 일부개정법률안(대안),PRC_R1D7S0F3W2E3T1O3E1U0R4W1U3S8R9,2006482,공사중단 건축물 정비사업의 효율성을 높이기 위해 취득방식을 다양화하고 정비기금 및 절차를 개선함,"낡은 건물, 이젠 걱정 끝!  새로운 시작, 더 빨리!"
20,광업법 일부개정법률안,PRC_O1O8G0T9L1H3D1M8N0W3E3U6P3E7C1,2015524,광업조정위원회 민간위원에 대한 형법 벌칙 적용 시 공무원으로 간주하는 규정을 신설함,"광업 정책, 더 투명해집니다!  민간위원도 책임 강화!"
20,농어업재해보험법 일부개정법률안,PRC_G1C6Z0I9A0C9Q1I5H4D7Z2V8A6C3V8,2002244,농업재해보험사업 관리를 농업정책보험금융원으로 지정함,"농업재해보험, 더 안전하게! 든든하게!"
20,역사문화권 정비 등에 관한 특별법안,PRC_P1T9L0F4L1V1T1Z7R2I0A5E6E9U5C0,2019757,역사문화권 정비 및 보존을 위한 법적 근거를 마련함,"소중한 역사유산, 빛나게 보존!"
20,총포·도검·화약류 등의 안전관리에 관한 법률 일부개정법률안,ARC_K1E8C0A1G0I3B1V5N2N4O1G1A5C3F5,2011236,총포 등 관련 허가 제도를 개선함,"총포 허가, 더 쉽고 투명하게!"
20,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안(대안),PRC_I1Z7S0G9Z1B3M1M3M4P3M4K2V7C3L8,2010034,해양생태계 보전 및 관리 법률을 개선하여 기후변화 대응 및 해양생물 보호를 강화함,"바다를 지켜요! 건강한 해양생태계, 우리 함께 만들어요!"
20,후견등기에 관한 법률 일부개정법률안,PRC_A1O6E1N1F2U2I1U3Y1K3U1H1E3W0Q6,2003767,후견등기사항증명서 인터넷 발급을 신설함,"후견등기, 이젠 인터넷으로 간편하게!"
20,대구경북과학기술원법 일부개정법률안,PRC_N1H7L0M2H1B0V1I1C2Y7B3Q7U7H1W4,2005547,대구경북과학기술원에 연구기자재 기부 활성화를 위해 기부자와의 공동 사용 규정을 신설함,연구 꿈을 키워요!  기부 활성화로 과학기술 발전!
20,자동차관리법 일부개정법률안,PRC_E1Y7U0R9D0T5X1O8B0I5C5X7J3J0O5,2009102,이륜자동차 번호판 가리기 행위에 대한 과태료를 상향함,이륜차 번호판 가리지 마세요! 과태료 UP!
20,화물자동차 운수사업법 일부개정법률안(대안),PRC_V1R7V0X9O2E0B1D4S4W0L4N4V5R3O1,2010077,화물차 적재물 이탈 방지 의무를 법률로 상향하고 벌금액을 조정함,안전운전 확보! 화물차 적재물 이탈 방지 강화!
20,국가균형발전 특별법 일부개정법률안,PRC_Q1O6P0G9J0T2L0N0K2Z5Q2B0G9N0C1,2002007,지역발전계획 보고서에 공공기관 지역발전사업 운영 현황을 포함하도록 법적 근거를 마련함,"지역발전, 이젠 더 투명하게!  공공기관 사업 현황 공개!"
20,수자원의 조사ㆍ계획 및 관리에 관한 법률안(대안),PRC_Y1L6N1S2P2V2C0N9D0X9F3Y5U8P6F4,2004729,전국토 수자원 관리체계를 구축하고 수문조사 전담기관을 신설함,물 부족 걱정 끝! 전국 물 관리 체계 새롭게!
20,항공안전법 일부개정법률안(대안),PRC_H1L7Q0R9V2T0H1L7G5V6N3A1S1T1X4,2009673,항공안전 관리체계 및 조종사 처벌 규정을 강화함,안전한 하늘길! 엄격한 항공안전 관리로 안심하세요!
20,사방사업법 일부개정법률안,ARC_V1E6B1M0O0S6Q1K5Q4W9A2S6Q5Q6K4,2002593,사방사업 위탁 업무의 공정성과 책임성을 강화함,"투명하고 공정한 사방사업, 확실하게 책임집니다!"
20,국민건강보험법 일부개정법률안(대안),PRC_W1O7D0V3Q2N2G1M5T0F6C3P0K1E2B1,2006471,건강보험료 부과체계를 개선함,"건강보험료 부과, 이젠 더 공정하게!"
20,산업재해보상보험법 일부개정법률안,PRC_L1B9Y1X0V1M8T1R7O2I2N1J1L2H2U6,2022919,출퇴근재해 산재보상 소급적용 시행일을 2016년 9월 29일 이후로 개정함,출퇴근 중 재해도 산재보상!  소급적용으로 혜택 확대!
20,외식산업 진흥법 일부개정법률안(대안),PRC_B2D0E0L3E0G3E1E5B4U5D1Y9F0J3E6,2024898,외식사업자의 조식 판매 장려 및 지역농산물 사용 촉진을 위한 법적 근거를 마련함,"맛있는 아침밥, 지역 농산물과 함께!"
20,도시 및 주거환경정비법 일부개정법률안(대안),PRC_M1A9U0L3L2L5R1N0J3Y7W1H5C1T8T4,2019631,정비사업 관련 규정을 개선하고 비리 근절을 위한 조치를 마련함,정비사업 투명하게! 비리 OUT! 주민 삶 UP!
20,교육세법 일부개정법률안(대안),PRC_T1L6E1K1J2U9P1H6U2N7I1M2N5Y0Y5,2004056,교육세 납세의무자 범위를 확대하고 미납 세액 징수 절차를 강화함,세금 체납 NO! 교육 환경 UP!
20,한국농어촌공사 및 농지관리기금법 일부개정법률안(대안),PRC_F1Q9X0L4D0B4M1E6K4H5G1I7F5T5R5,2021801,농지관리기금 용도에 대단위농업개발사업을 추가함,"농촌 르네상스! 농지개발, 더욱 활발!"
